stock_code,exchange,current_short_name,org_id,keyword,query_status,api_reported_total,pages_retrieved,retrieved_date
300143,深圳证券交易所,盈康生命,9900015468,恢复上市,检索完成,0,1,2026-08-06
300143,深圳证券交易所,盈康生命,9900015468,暂停上市,检索完成,33,2,2026-08-06
300143,深圳证券交易所,盈康生命,9900015468,终止上市,检索完成,0,1,2026-08-06
300143,深圳证券交易所,盈康生命,9900015468,退市整理期,检索完成,0,1,2026-08-06
300158,深圳证券交易所,振东制药,9900015689,恢复上市,检索完成,0,1,2026-08-06
300158,深圳证券交易所,振东制药,9900015689,暂停上市,检索完成,0,1,2026-08-06
300158,深圳证券交易所,振东制药,9900015689,终止上市,检索完成,0,1,2026-08-06
300158,深圳证券交易所,振东制药,9900015689,退市整理期,检索完成,0,1,2026-08-06
300189,深圳证券交易所,神农种业,9900017647,恢复上市,检索完成,0,1,2026-08-06
300189,深圳证券交易所,神农种业,9900017647,暂停上市,检索完成,2,1,2026-08-06
300189,深圳证券交易所,神农种业,9900017647,终止上市,检索完成,0,1,2026-08-06
300189,深圳证券交易所,神农种业,9900017647,退市整理期,检索完成,0,1,2026-08-06
300313,深圳证券交易所,天山生物,9900021985,恢复上市,检索完成,0,1,2026-08-06
300313,深圳证券交易所,天山生物,9900021985,暂停上市,检索完成,29,1,2026-08-06
300313,深圳证券交易所,天山生物,9900021985,终止上市,检索完成,0,1,2026-08-06
300313,深圳证券交易所,天山生物,9900021985,退市整理期,检索完成,0,1,2026-08-06
300498,深圳证券交易所,温氏股份,9900009247,恢复上市,检索完成,0,1,2026-08-06
300498,深圳证券交易所,温氏股份,9900009247,暂停上市,检索完成,0,1,2026-08-06
300498,深圳证券交易所,温氏股份,9900009247,终止上市,检索完成,0,1,2026-08-06
300498,深圳证券交易所,温氏股份,9900009247,退市整理期,检索完成,0,1,2026-08-06
300511,深圳证券交易所,雪榕生物,9900024682,恢复上市,检索完成,0,1,2026-08-06
300511,深圳证券交易所,雪榕生物,9900024682,暂停上市,检索完成,0,1,2026-08-06
300511,深圳证券交易所,雪榕生物,9900024682,终止上市,检索完成,0,1,2026-08-06
300511,深圳证券交易所,雪榕生物,9900024682,退市整理期,检索完成,0,1,2026-08-06
300761,深圳证券交易所,立华股份,9900032565,恢复上市,检索完成,0,1,2026-08-06
300761,深圳证券交易所,立华股份,9900032565,暂停上市,检索完成,0,1,2026-08-06
300761,深圳证券交易所,立华股份,9900032565,终止上市,检索完成,0,1,2026-08-06
300761,深圳证券交易所,立华股份,9900032565,退市整理期,检索完成,0,1,2026-08-06
300783,深圳证券交易所,三只松鼠,9900035084,恢复上市,检索完成,0,1,2026-08-06
300783,深圳证券交易所,三只松鼠,9900035084,暂停上市,检索完成,0,1,2026-08-06
300783,深圳证券交易所,三只松鼠,9900035084,终止上市,检索完成,0,1,2026-08-06
300783,深圳证券交易所,三只松鼠,9900035084,退市整理期,检索完成,0,1,2026-08-06
