stock_code,year,current_legal_full_name,current_short_name,entry_basis,announcement_id,announcement_title,announcement_sec_name,publication_date,pdf_url,adjunct_size,retrieved_date,annual_report_status
000735,2017,罗牛山股份有限公司,罗 牛 山,行业分类候选,1204822803,2017年年度报告（更新后）,罗 牛 山,2018-04-27,https://static.cninfo.com.cn/finalpage/2018-04-28/1204822803.PDF,3415,2026-08-06,已取得法定年度报告链接
000798,2017,中水集团远洋股份有限公司,中水渔业,行业分类候选,1206443995,2017年年度报告（更新后）,中水渔业,2019-07-12,https://static.cninfo.com.cn/finalpage/2019-07-13/1206443995.PDF,3874,2026-08-06,已取得法定年度报告链接
000998,2017,袁隆平农业高科技股份有限公司,隆平高科,行业分类候选,1205065798,2017年年度报告（更新后）,隆平高科,2018-06-19,https://static.cninfo.com.cn/finalpage/2018-06-19/1205065798.PDF,3684,2026-08-06,已取得法定年度报告链接
002041,2017,山东登海种业股份有限公司,登海种业,行业分类候选,1204668180,2017年年度报告,登海种业,2018-04-19,https://static.cninfo.com.cn/finalpage/2018-04-20/1204668180.PDF,2655,2026-08-06,已取得法定年度报告链接
002069,2017,獐子岛集团股份有限公司,獐子岛,行业分类候选,1204829160,2017年年度报告,獐子岛,2018-04-27,https://static.cninfo.com.cn/finalpage/2018-04-28/1204829160.PDF,2205,2026-08-06,已取得法定年度报告链接
002086,2017,山东东方海洋科技股份有限公司,东方海洋,行业分类候选,1204979376,2017年年度报告（更新后）,东方海洋,2018-05-21,https://static.cninfo.com.cn/finalpage/2018-05-22/1204979376.PDF,2630,2026-08-06,已取得法定年度报告链接
002200,2017,云南交投生态科技股份有限公司,交投生态,行业分类候选,1206090415,2017年年度报告（更新后）,云投生态,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090415.PDF,3038,2026-08-06,已取得法定年度报告链接
002234,2017,山东民和牧业股份有限公司,民和股份,行业分类候选,1204800904,2017年年度报告,民和股份,2018-04-26,https://static.cninfo.com.cn/finalpage/2018-04-27/1204800904.PDF,2234,2026-08-06,已取得法定年度报告链接
002299,2017,福建圣农发展股份有限公司,圣农发展,行业分类候选,1204675125,2017年年度报告,圣农发展,2018-04-22,https://static.cninfo.com.cn/finalpage/2018-04-23/1204675125.PDF,3485,2026-08-06,已取得法定年度报告链接
002321,2017,河南华英农业发展股份有限公司,华英农业,行业分类候选,1205007124,2017年年度报告（更新后）,华英农业,2018-05-25,https://static.cninfo.com.cn/finalpage/2018-05-26/1205007124.PDF,3080,2026-08-06,已取得法定年度报告链接
002458,2017,山东益生种畜禽股份有限公司,益生股份,行业分类候选,1204801962,2017年年度报告,益生股份,2018-04-26,https://static.cninfo.com.cn/finalpage/2018-04-27/1204801962.PDF,2796,2026-08-06,已取得法定年度报告链接
002477,2017,雏鹰农牧集团股份有限公司,,行业分类候选,1205100412,2017年年度报告（更新后）,雏鹰农牧,2018-06-27,https://static.cninfo.com.cn/finalpage/2018-06-28/1205100412.PDF,3994,2026-08-06,已取得法定年度报告链接
002505,2017,湖南大康国际农业食品股份有限公司,,行业分类候选,1205058656,2017年年度报告（更新后）,大康农业,2018-06-13,https://static.cninfo.com.cn/finalpage/2018-06-14/1205058656.PDF,3911,2026-08-06,已取得法定年度报告链接
002679,2017,福建金森林业股份有限公司,福建金森,行业分类候选,1204806149,2017年年度报告,福建金森,2018-04-26,https://static.cninfo.com.cn/finalpage/2018-04-27/1204806149.PDF,2344,2026-08-06,已取得法定年度报告链接
002696,2017,百洋产业投资集团股份有限公司,百洋股份,行业分类候选,1204795527,2017年年度报告,百洋股份,2018-04-25,https://static.cninfo.com.cn/finalpage/2018-04-26/1204795527.PDF,2982,2026-08-06,已取得法定年度报告链接
002714,2017,牧原食品集团股份有限公司,牧原股份,行业分类候选,1204411631,2017年年度报告,牧原股份,2018-02-09,https://static.cninfo.com.cn/finalpage/2018-02-10/1204411631.PDF,3412,2026-08-06,已取得法定年度报告链接
002746,2017,山东仙坛集团股份有限公司,仙坛股份,行业分类候选,1204695928,2017年年度报告,仙坛股份,2018-04-23,https://static.cninfo.com.cn/finalpage/2018-04-24/1204695928.PDF,2822,2026-08-06,已取得法定年度报告链接
002772,2017,天水众兴菌业科技股份有限公司,众兴菌业,行业分类候选,1204511292,2017年年度报告,众兴菌业,2018-03-23,https://static.cninfo.com.cn/finalpage/2018-03-24/1204511292.PDF,3783,2026-08-06,已取得法定年度报告链接
300087,2017,安徽荃银高科种业股份有限公司,ST荃银,行业分类候选,1204586469,2017年年度报告,荃银高科,2018-04-03,https://static.cninfo.com.cn/finalpage/2018-04-04/1204586469.PDF,3594,2026-08-06,已取得法定年度报告链接
300094,2017,湛江国联水产开发股份有限公司,国联水产,行业分类候选,1204802544,2017年年度报告,国联水产,2018-04-26,https://static.cninfo.com.cn/finalpage/2018-04-27/1204802544.PDF,4304,2026-08-06,已取得法定年度报告链接
300106,2017,新疆西部牧业股份有限公司,西部牧业,行业分类候选,1204576294,2017年年度报告,西部牧业,2018-04-02,https://static.cninfo.com.cn/finalpage/2018-04-03/1204576294.PDF,3155,2026-08-06,已取得法定年度报告链接
300189,2017,海南神农种业科技股份有限公司,神农种业,行业分类候选,1207233013,2017年年度报告（更新后）,神农科技,2020-01-07,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233013.PDF,3682,2026-08-06,已取得法定年度报告链接
300313,2017,新疆天山畜牧生物工程股份有限公司,天山生物,行业分类候选,1204470167,2017年年度报告,天山生物,2018-03-12,https://static.cninfo.com.cn/finalpage/2018-03-13/1204470167.PDF,3564,2026-08-06,已取得法定年度报告链接
300498,2017,温氏食品集团股份有限公司,温氏股份,行业分类候选,1204596930,2017年年度报告,温氏股份,2018-04-09,https://static.cninfo.com.cn/finalpage/2018-04-10/1204596930.PDF,5024,2026-08-06,已取得法定年度报告链接
300511,2017,上海雪榕生物科技股份有限公司,雪榕生物,行业分类候选,1205028653,2017年年度报告（更新后）,雪榕生物,2018-06-01,https://static.cninfo.com.cn/finalpage/2018-06-01/1205028653.PDF,3210,2026-08-06,已取得法定年度报告链接
600097,2017,上海开创国际海洋资源股份有限公司,开创国际,行业分类候选,1204663829,2017年年度报告,开创国际,2018-04-19,https://static.cninfo.com.cn/finalpage/2018-04-20/1204663829.PDF,2479,2026-08-06,已取得法定年度报告链接
600108,2017,甘肃亚盛实业(集团)股份有限公司,亚盛集团,行业分类候选,1204666987,2017年年度报告,亚盛集团,2018-04-19,https://static.cninfo.com.cn/finalpage/2018-04-20/1204666987.PDF,2691,2026-08-06,已取得法定年度报告链接
600257,2017,大湖健康产业股份有限公司,大湖股份,行业分类候选,1204821710,2017年年度报告,大湖股份,2018-04-27,https://static.cninfo.com.cn/finalpage/2018-04-28/1204821710.PDF,2559,2026-08-06,已取得法定年度报告链接
600265,2017,云南景谷林业股份有限公司,*ST景谷,行业分类候选,1204513763,2017年年度报告,ST景谷,2018-03-23,https://static.cninfo.com.cn/finalpage/2018-03-24/1204513763.PDF,2376,2026-08-06,已取得法定年度报告链接
600313,2017,中农发种业集团股份有限公司,农发种业,行业分类候选,1204805337,2017年年度报告,农发种业,2018-04-26,https://static.cninfo.com.cn/finalpage/2018-04-27/1204805337.PDF,3161,2026-08-06,已取得法定年度报告链接
600354,2017,甘肃省敦煌种业集团股份有限公司,敦煌种业,行业分类候选,1204808308,2017年年度报告,敦煌种业,2018-04-26,https://static.cninfo.com.cn/finalpage/2018-04-27/1204808308.PDF,2990,2026-08-06,已取得法定年度报告链接
600359,2017,新疆塔里木农业综合开发股份有限公司,新农开发,行业分类候选,1204639100,2017年年度报告,新农开发,2018-04-16,https://static.cninfo.com.cn/finalpage/2018-04-17/1204639100.PDF,2603,2026-08-06,已取得法定年度报告链接
600371,2017,万向德农股份有限公司,万向德农,行业分类候选,1204673558,2017年年度报告,万向德农,2018-04-20,https://static.cninfo.com.cn/finalpage/2018-04-21/1204673558.PDF,2155,2026-08-06,已取得法定年度报告链接
600467,2017,山东好当家海洋发展股份有限公司,好当家,行业分类候选,1204932440,2017年年度报告（更新后）,好当家,2018-05-11,https://static.cninfo.com.cn/finalpage/2018-05-12/1204932440.PDF,2572,2026-08-06,已取得法定年度报告链接
600506,2017,统一低碳科技(新疆)股份有限公司,统一股份,行业分类候选,1204600387,2017年年度报告,香梨股份,2018-04-10,https://static.cninfo.com.cn/finalpage/2018-04-11/1204600387.PDF,1904,2026-08-06,已取得法定年度报告链接
600540,2017,新疆赛里木现代农业股份有限公司,新赛股份,行业分类候选,1204910340,2017年年度报告（修订版）,新赛股份,2018-05-04,https://static.cninfo.com.cn/finalpage/2018-05-05/1204910340.PDF,2928,2026-08-06,已取得法定年度报告链接
600598,2017,黑龙江北大荒农业股份有限公司,北大荒,行业分类候选,1204575674,2017年年度报告,北大荒,2018-04-02,https://static.cninfo.com.cn/finalpage/2018-04-03/1204575674.PDF,3532,2026-08-06,已取得法定年度报告链接
600965,2017,河北福成五丰食品股份有限公司,*ST福成,行业分类候选,1204524284,2017年年度报告,福成股份,2018-03-27,https://static.cninfo.com.cn/finalpage/2018-03-28/1204524284.PDF,2790,2026-08-06,已取得法定年度报告链接
600975,2017,湖南新五丰股份有限公司,新五丰,行业分类候选,1204510963,2017年年度报告,新五丰,2018-03-23,https://static.cninfo.com.cn/finalpage/2018-03-24/1204510963.PDF,2786,2026-08-06,已取得法定年度报告链接
601118,2017,海南天然橡胶产业集团股份有限公司,海南橡胶,行业分类候选,1219927686,海南橡胶2017年年度报告（2024年4月修订版）,海南橡胶,2024-04-29,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927686.PDF,3697,2026-08-06,已取得法定年度报告链接
000538,2018,云南白药集团股份有限公司,云南白药,龙头企业身份核实候选,1205925083,2018年年度报告,云南白药,2019-03-21,https://static.cninfo.com.cn/finalpage/2019-03-22/1205925083.PDF,1341,2026-08-06,已取得法定年度报告链接
000568,2018,泸州老窖股份有限公司,泸州老窖,龙头企业身份核实候选,1206098272,2018年年度报告,泸州老窖,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206098272.PDF,2750,2026-08-06,已取得法定年度报告链接
000592,2018,中福海峡（平潭）发展股份有限公司,平潭发展,行业分类候选,1206159441,2018年年度报告,平潭发展,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206159441.PDF,1181,2026-08-06,已取得法定年度报告链接
000623,2018,吉林敖东药业集团股份有限公司,吉林敖东,龙头企业身份核实候选,1205988879,2018年年度报告,吉林敖东,2019-04-02,https://static.cninfo.com.cn/finalpage/2019-04-03/1205988879.PDF,4256,2026-08-06,已取得法定年度报告链接
000663,2018,福建省永安林业(集团)股份有限公司,永安林业,龙头企业身份核实候选,1206354927,2018年年度报告（更新后）,永安林业,2019-06-14,https://static.cninfo.com.cn/finalpage/2019-06-15/1206354927.PDF,3454,2026-08-06,已取得法定年度报告链接
000713,2018,国投丰乐种业股份有限公司,国投丰乐,行业分类候选+龙头企业身份核实候选,1206046289,2018年年度报告,丰乐种业,2019-04-17,https://static.cninfo.com.cn/finalpage/2019-04-18/1206046289.PDF,3404,2026-08-06,已取得法定年度报告链接
000735,2018,罗牛山股份有限公司,罗 牛 山,行业分类候选+龙头企业身份核实候选,1206088844,2018年年度报告,罗 牛 山,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206088844.PDF,3364,2026-08-06,已取得法定年度报告链接
000798,2018,中水集团远洋股份有限公司,中水渔业,行业分类候选,1206443996,2018年年度报告（更新后）,中水渔业,2019-07-12,https://static.cninfo.com.cn/finalpage/2019-07-13/1206443996.PDF,3722,2026-08-06,已取得法定年度报告链接
000848,2018,承德露露股份公司,承德露露,龙头企业身份核实候选,1205903161,2018年年度报告,承德露露,2019-03-15,https://static.cninfo.com.cn/finalpage/2019-03-16/1205903161.PDF,1434,2026-08-06,已取得法定年度报告链接
000860,2018,北京顺鑫农业股份有限公司,顺鑫农业,龙头企业身份核实候选,1205930624,2018年年度报告（更新后）,顺鑫农业,2019-03-22,https://static.cninfo.com.cn/finalpage/2019-03-23/1205930624.PDF,4144,2026-08-06,已取得法定年度报告链接
000910,2018,大亚圣象家居股份有限公司,大亚圣象,龙头企业身份核实候选,1205916870,2018年年度报告,大亚圣象,2019-03-19,https://static.cninfo.com.cn/finalpage/2019-03-20/1205916870.PDF,988,2026-08-06,已取得法定年度报告链接
000998,2018,袁隆平农业高科技股份有限公司,隆平高科,行业分类候选+龙头企业身份核实候选,1209869906,2018年年度报告全文（修订版）,隆平高科,2021-04-29,https://static.cninfo.com.cn/finalpage/2021-04-30/1209869906.PDF,4197,2026-08-06,已取得法定年度报告链接
002041,2018,山东登海种业股份有限公司,登海种业,行业分类候选,1205925542,2018年年度报告,登海种业,2019-03-21,https://static.cninfo.com.cn/finalpage/2019-03-22/1205925542.PDF,2521,2026-08-06,已取得法定年度报告链接
002069,2018,獐子岛集团股份有限公司,獐子岛,行业分类候选+龙头企业身份核实候选,1206124435,2018年年度报告,獐子岛,2019-04-26,https://static.cninfo.com.cn/finalpage/2019-04-27/1206124435.PDF,2049,2026-08-06,已取得法定年度报告链接
002086,2018,山东东方海洋科技股份有限公司,东方海洋,行业分类候选+龙头企业身份核实候选,1206341478,2018年年度报告（更新后）,ST东海洋,2019-06-06,https://static.cninfo.com.cn/finalpage/2019-06-07/1206341478.PDF,2686,2026-08-06,已取得法定年度报告链接
002100,2018,天康生物股份有限公司,天康生物,龙头企业身份核实候选,1206106510,2018年年度报告,天康生物,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206106510.PDF,3496,2026-08-06,已取得法定年度报告链接
002124,2018,天邦食品股份有限公司,天邦食品,龙头企业身份核实候选,1206080362,2018年年度报告,天邦股份,2019-04-23,https://static.cninfo.com.cn/finalpage/2019-04-24/1206080362.PDF,4627,2026-08-06,已取得法定年度报告链接
002166,2018,桂林莱茵生物科技股份有限公司,莱茵生物,龙头企业身份核实候选,1206059124,2018年年度报告,莱茵生物,2019-04-19,https://static.cninfo.com.cn/finalpage/2019-04-20/1206059124.PDF,2655,2026-08-06,已取得法定年度报告链接
002200,2018,云南交投生态科技股份有限公司,交投生态,行业分类候选,1206090431,2018年年度报告,云投生态,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090431.PDF,3103,2026-08-06,已取得法定年度报告链接
002216,2018,三全食品股份有限公司,三全食品,龙头企业身份核实候选,1206004241,2018年年度报告,三全食品,2019-04-09,https://static.cninfo.com.cn/finalpage/2019-04-10/1206004241.PDF,2860,2026-08-06,已取得法定年度报告链接
002234,2018,山东民和牧业股份有限公司,民和股份,行业分类候选+龙头企业身份核实候选,1205852140,2018年年度报告,民和股份,2019-02-26,https://static.cninfo.com.cn/finalpage/2019-02-27/1205852140.PDF,2375,2026-08-06,已取得法定年度报告链接
002286,2018,保龄宝生物股份有限公司,保龄宝,龙头企业身份核实候选,1206162746,2018年年度报告,保龄宝,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206162746.PDF,2997,2026-08-06,已取得法定年度报告链接
002299,2018,福建圣农发展股份有限公司,圣农发展,行业分类候选,1205941353,2018年年度报告,圣农发展,2019-03-26,https://static.cninfo.com.cn/finalpage/2019-03-27/1205941353.PDF,3476,2026-08-06,已取得法定年度报告链接
002311,2018,广东海大集团股份有限公司,海大集团,龙头企业身份核实候选,1206019144,2018年年度报告,海大集团,2019-04-15,https://static.cninfo.com.cn/finalpage/2019-04-16/1206019144.PDF,3979,2026-08-06,已取得法定年度报告链接
002321,2018,河南华英农业发展股份有限公司,华英农业,行业分类候选+龙头企业身份核实候选,1206042127,2018年年度报告,华英农业,2019-04-16,https://static.cninfo.com.cn/finalpage/2019-04-17/1206042127.PDF,1189,2026-08-06,已取得法定年度报告链接
002329,2018,皇氏集团股份有限公司,皇氏集团,龙头企业身份核实候选,1206103027,2018年年度报告,皇氏集团,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206103027.PDF,2076,2026-08-06,已取得法定年度报告链接
002385,2018,北京大北农科技集团股份有限公司,大北农,龙头企业身份核实候选,1206079715,2018年年度报告,大北农,2019-04-23,https://static.cninfo.com.cn/finalpage/2019-04-24/1206079715.PDF,8660,2026-08-06,已取得法定年度报告链接
002390,2018,贵州信邦制药股份有限公司,信邦制药,龙头企业身份核实候选,1206121746,2018年年度报告,信邦制药,2019-04-28,https://static.cninfo.com.cn/finalpage/2019-04-29/1206121746.PDF,3916,2026-08-06,已取得法定年度报告链接
002424,2018,贵州百灵企业集团制药股份有限公司,ST百灵,龙头企业身份核实候选,1206080221,2018年年度报告,贵州百灵,2019-04-23,https://static.cninfo.com.cn/finalpage/2019-04-24/1206080221.PDF,2761,2026-08-06,已取得法定年度报告链接
002431,2018,棕榈生态城镇发展股份有限公司,ST棕榈,龙头企业身份核实候选,1206100804,2018年年度报告,棕榈股份,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206100804.PDF,4520,2026-08-06,已取得法定年度报告链接
002458,2018,山东益生种畜禽股份有限公司,益生股份,行业分类候选+龙头企业身份核实候选,1205842282,2018年年度报告,益生股份,2019-02-19,https://static.cninfo.com.cn/finalpage/2019-02-20/1205842282.PDF,2827,2026-08-06,已取得法定年度报告链接
002477,2018,雏鹰农牧集团股份有限公司,,行业分类候选,1206091330,2018年年度报告,雏鹰农牧,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206091330.PDF,4132,2026-08-06,已取得法定年度报告链接
002507,2018,重庆市涪陵榨菜集团股份有限公司,涪陵榨菜,龙头企业身份核实候选,1205923892,2018年年度报告,涪陵榨菜,2019-03-21,https://static.cninfo.com.cn/finalpage/2019-03-22/1205923892.PDF,2658,2026-08-06,已取得法定年度报告链接
002557,2018,洽洽食品股份有限公司,洽洽食品,龙头企业身份核实候选,1206367858,2018年年度报告（更新后）,洽洽食品,2019-06-19,https://static.cninfo.com.cn/finalpage/2019-06-20/1206367858.PDF,3135,2026-08-06,已取得法定年度报告链接
002566,2018,吉林省集安益盛药业股份有限公司,益盛药业,龙头企业身份核实候选,1206040475,2018年年度报告,益盛药业,2019-04-16,https://static.cninfo.com.cn/finalpage/2019-04-17/1206040475.PDF,2357,2026-08-06,已取得法定年度报告链接
002567,2018,唐人神集团股份有限公司,唐人神,龙头企业身份核实候选,1206200918,2018年年度报告（更新后）,唐人神,2019-05-05,https://static.cninfo.com.cn/finalpage/2019-05-06/1206200918.PDF,4042,2026-08-06,已取得法定年度报告链接
002582,2018,好想你健康食品股份有限公司,好想你,龙头企业身份核实候选,1206055031,2018年年度报告,好想你,2019-04-18,https://static.cninfo.com.cn/finalpage/2019-04-19/1206055031.PDF,3773,2026-08-06,已取得法定年度报告链接
002650,2018,加加食品集团股份有限公司,ST加加,龙头企业身份核实候选,1206098722,2018年年度报告,加加食品,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206098722.PDF,3617,2026-08-06,已取得法定年度报告链接
002679,2018,福建金森林业股份有限公司,福建金森,行业分类候选,1206091379,2018年年度报告,福建金森,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206091379.PDF,2357,2026-08-06,已取得法定年度报告链接
002688,2018,金河生物科技股份有限公司,金河生物,龙头企业身份核实候选,1205956573,2018年年度报告,金河生物,2019-03-28,https://static.cninfo.com.cn/finalpage/2019-03-29/1205956573.PDF,3452,2026-08-06,已取得法定年度报告链接
002696,2018,百洋产业投资集团股份有限公司,百洋股份,行业分类候选+龙头企业身份核实候选,1206407097,2018年年度报告（更新后）,百洋股份,2019-06-28,https://static.cninfo.com.cn/finalpage/2019-06-29/1206407097.PDF,3420,2026-08-06,已取得法定年度报告链接
002702,2018,海欣食品股份有限公司,海欣食品,龙头企业身份核实候选,1205980967,2018年年度报告（更新后）,海欣食品,2019-04-01,https://static.cninfo.com.cn/finalpage/2019-04-02/1205980967.PDF,2825,2026-08-06,已取得法定年度报告链接
002714,2018,牧原食品集团股份有限公司,牧原股份,行业分类候选+龙头企业身份核实候选,1205942697,2018年年度报告,牧原股份,2019-03-26,https://static.cninfo.com.cn/finalpage/2019-03-27/1205942697.PDF,3955,2026-08-06,已取得法定年度报告链接
002719,2018,麦趣尔集团股份有限公司,ST麦趣,龙头企业身份核实候选,1206090540,2018年年度报告,麦趣尔,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090540.PDF,2827,2026-08-06,已取得法定年度报告链接
002732,2018,广东燕塘乳业股份有限公司,燕塘乳业,龙头企业身份核实候选,1205931191,2018年年度报告,燕塘乳业,2019-03-22,https://static.cninfo.com.cn/finalpage/2019-03-23/1205931191.PDF,2675,2026-08-06,已取得法定年度报告链接
002746,2018,山东仙坛集团股份有限公司,仙坛股份,行业分类候选+龙头企业身份核实候选,1206066951,2018年年度报告,仙坛股份,2019-04-22,https://static.cninfo.com.cn/finalpage/2019-04-23/1206066951.PDF,2747,2026-08-06,已取得法定年度报告链接
002772,2018,天水众兴菌业科技股份有限公司,众兴菌业,行业分类候选+龙头企业身份核实候选,1205957599,2018年年度报告,众兴菌业,2019-03-28,https://static.cninfo.com.cn/finalpage/2019-03-29/1205957599.PDF,3638,2026-08-06,已取得法定年度报告链接
002852,2018,道道全粮油股份有限公司,道道全,龙头企业身份核实候选,1206007110,2018年年度报告,道道全,2019-04-10,https://static.cninfo.com.cn/finalpage/2019-04-11/1206007110.PDF,2900,2026-08-06,已取得法定年度报告链接
002873,2018,贵阳新天药业股份有限公司,新天药业,龙头企业身份核实候选,1205956546,2018年年度报告,新天药业,2019-03-28,https://static.cninfo.com.cn/finalpage/2019-03-29/1205956546.PDF,2782,2026-08-06,已取得法定年度报告链接
002910,2018,兰州庄园牧场股份有限公司,庄园牧场,龙头企业身份核实候选,1206345489,2018年年度报告（更新后）,庄园牧场,2019-06-10,https://static.cninfo.com.cn/finalpage/2019-06-11/1206345489.PDF,3358,2026-08-06,已取得法定年度报告链接
300087,2018,安徽荃银高科种业股份有限公司,ST荃银,行业分类候选,1206061430,2018年年度报告,荃银高科,2019-04-19,https://static.cninfo.com.cn/finalpage/2019-04-20/1206061430.PDF,3755,2026-08-06,已取得法定年度报告链接
300094,2018,湛江国联水产开发股份有限公司,国联水产,行业分类候选+龙头企业身份核实候选,1206048768,2018年年度报告,国联水产,2019-04-17,https://static.cninfo.com.cn/finalpage/2019-04-18/1206048768.PDF,4388,2026-08-06,已取得法定年度报告链接
300106,2018,新疆西部牧业股份有限公司,西部牧业,行业分类候选,1206052519,2018年年度报告,西部牧业,2019-04-18,https://static.cninfo.com.cn/finalpage/2019-04-19/1206052519.PDF,3377,2026-08-06,已取得法定年度报告链接
300138,2018,晨光生物科技集团股份有限公司,晨光生物,龙头企业身份核实候选,1205937202,2018年年度报告,晨光生物,2019-03-25,https://static.cninfo.com.cn/finalpage/2019-03-26/1205937202.PDF,4984,2026-08-06,已取得法定年度报告链接
300189,2018,海南神农种业科技股份有限公司,神农种业,行业分类候选+龙头企业身份核实候选,1207233015,2018年年度报告（更新后）,神农科技,2020-01-07,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233015.PDF,3759,2026-08-06,已取得法定年度报告链接
300498,2018,温氏食品集团股份有限公司,温氏股份,行业分类候选+龙头企业身份核实候选,1206003980,2018年年度报告,温氏股份,2019-04-09,https://static.cninfo.com.cn/finalpage/2019-04-10/1206003980.PDF,1925,2026-08-06,已取得法定年度报告链接
300511,2018,上海雪榕生物科技股份有限公司,雪榕生物,行业分类候选+龙头企业身份核实候选,1206093329,2018年年度报告,雪榕生物,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206093329.PDF,3215,2026-08-06,已取得法定年度报告链接
600097,2018,上海开创国际海洋资源股份有限公司,开创国际,行业分类候选,1206058162,2018年年度报告,开创国际,2019-04-19,https://static.cninfo.com.cn/finalpage/2019-04-20/1206058162.PDF,2378,2026-08-06,已取得法定年度报告链接
600108,2018,甘肃亚盛实业(集团)股份有限公司,亚盛集团,行业分类候选+龙头企业身份核实候选,1206164538,2018年年度报告,亚盛集团,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206164538.PDF,2477,2026-08-06,已取得法定年度报告链接
600127,2018,金健米业股份有限公司,金健米业,龙头企业身份核实候选,1206014177,2018年年度报告,金健米业,2019-04-12,https://static.cninfo.com.cn/finalpage/2019-04-13/1206014177.PDF,2722,2026-08-06,已取得法定年度报告链接
600129,2018,重庆太极实业(集团)股份有限公司,太极集团,龙头企业身份核实候选,1206022791,2018年年度报告,太极集团,2019-04-15,https://static.cninfo.com.cn/finalpage/2019-04-16/1206022791.PDF,4114,2026-08-06,已取得法定年度报告链接
600195,2018,中牧实业股份有限公司,中牧股份,龙头企业身份核实候选,1206160361,2018年年度报告,中牧股份,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206160361.PDF,2922,2026-08-06,已取得法定年度报告链接
600211,2018,西藏诺迪康药业股份有限公司,西藏药业,龙头企业身份核实候选,1205899941,2018年年度报告,西藏药业,2019-03-14,https://static.cninfo.com.cn/finalpage/2019-03-15/1205899941.PDF,2433,2026-08-06,已取得法定年度报告链接
600251,2018,新疆冠农股份有限公司,冠农股份,龙头企业身份核实候选,1205958587,2018年年度报告,冠农股份,2019-03-28,https://static.cninfo.com.cn/finalpage/2019-03-29/1205958587.PDF,3607,2026-08-06,已取得法定年度报告链接
600257,2018,大湖健康产业股份有限公司,大湖股份,行业分类候选,1206167084,2018年年度报告（修订稿）,大湖股份,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206167084.PDF,2731,2026-08-06,已取得法定年度报告链接
600265,2018,云南景谷林业股份有限公司,*ST景谷,行业分类候选,1206167518,2018年年度报告,ST景谷,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206167518.PDF,2436,2026-08-06,已取得法定年度报告链接
600295,2018,内蒙古鄂尔多斯资源股份有限公司,鄂尔多斯,龙头企业身份核实候选,1205947687,2018年年度报告,鄂尔多斯,2019-03-27,https://static.cninfo.com.cn/finalpage/2019-03-28/1205947687.PDF,4687,2026-08-06,已取得法定年度报告链接
600300,2018,维维食品饮料股份有限公司,维维股份,龙头企业身份核实候选,1206355389,2018年年度报告（修订版）,维维股份,2019-06-14,https://static.cninfo.com.cn/finalpage/2019-06-15/1206355389.PDF,5031,2026-08-06,已取得法定年度报告链接
600305,2018,江苏恒顺醋业股份有限公司,恒顺醋业,龙头企业身份核实候选,1206019033,2018年年度报告,恒顺醋业,2019-04-15,https://static.cninfo.com.cn/finalpage/2019-04-16/1206019033.PDF,2618,2026-08-06,已取得法定年度报告链接
600313,2018,中农发种业集团股份有限公司,农发种业,行业分类候选,1206097318,2018年年度报告,农发种业,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206097318.PDF,3414,2026-08-06,已取得法定年度报告链接
600354,2018,甘肃省敦煌种业集团股份有限公司,敦煌种业,行业分类候选+龙头企业身份核实候选,1205968819,2018年年度报告,敦煌种业,2019-03-29,https://static.cninfo.com.cn/finalpage/2019-03-30/1205968819.PDF,3166,2026-08-06,已取得法定年度报告链接
600359,2018,新疆塔里木农业综合开发股份有限公司,新农开发,行业分类候选,1205947730,2018年年度报告,新农开发,2019-03-27,https://static.cninfo.com.cn/finalpage/2019-03-28/1205947730.PDF,2778,2026-08-06,已取得法定年度报告链接
600371,2018,万向德农股份有限公司,万向德农,行业分类候选,1206061860,2018年年度报告,万向德农,2019-04-19,https://static.cninfo.com.cn/finalpage/2019-04-20/1206061860.PDF,2115,2026-08-06,已取得法定年度报告链接
600419,2018,新疆天润乳业股份有限公司,天润乳业,龙头企业身份核实候选,1205948111,2018年年度报告,天润乳业,2019-03-27,https://static.cninfo.com.cn/finalpage/2019-03-28/1205948111.PDF,2736,2026-08-06,已取得法定年度报告链接
