年份,来源期次,股票代码,证券简称_当期,行业大类代码,行业大类名称,ST标记_当期,来源机构,分类标准,本地原始文件,样本状态
2019,2019Q4,300498,温氏股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,300761,立华股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,600965,福成股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,600975,新五丰,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,000798,中水渔业,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,002069,獐子岛,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,002086,ST东海洋,04,渔业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,002696,百洋股份,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,300094,国联水产,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,600097,开创国际,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,600257,大湖股份,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,600467,好当家,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2019,2019Q4,000713,丰乐种业,05,农林牧渔服务业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2019Q4.pdf,候选待年报复核
2020,2020Q4,000998,隆平高科,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002041,登海种业,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002772,众兴菌业,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300087,荃银高科,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300189,神农科技,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300511,雪榕生物,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600108,亚盛集团,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600313,农发种业,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600354,*ST敦种,01,农业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600359,新农开发,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600371,万向德农,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600506,香梨股份,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600540,新赛股份,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600598,北大荒,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,601118,海南橡胶,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,000592,平潭发展,02,林业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002200,ST云投,02,林业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002679,福建金森,02,林业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600265,ST景谷,02,林业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,000735,罗牛山,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002234,民和股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002299,圣农发展,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002321,华英农业,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002458,益生股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002714,牧原股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002746,仙坛股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002982,湘佳股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300106,西部牧业,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300313,天山生物,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300498,温氏股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300761,立华股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600975,新五丰,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,603477,巨星农牧,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,000798,中水渔业,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002069,獐子岛,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002086,*ST东洋,04,渔业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,002696,百洋股份,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,300094,国联水产,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600097,开创国际,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600257,大湖股份,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,600467,好当家,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2020,2020Q4,000713,丰乐种业,05,农林牧渔服务业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核
2021,2021Q3,000998,隆平高科,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002041,登海种业,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002772,众兴菌业,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300087,荃银高科,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300189,神农科技,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300511,雪榕生物,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300970,华绿生物,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300972,万辰生物,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600108,亚盛集团,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600313,农发种业,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600354,敦煌种业,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600359,新农开发,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600371,万向德农,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600506,*ST香梨,01,农业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600540,新赛股份,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600598,北大荒,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,601118,海南橡胶,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,000592,平潭发展,02,林业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002200,ST云投,02,林业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002679,福建金森,02,林业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600265,*ST景谷,02,林业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,000735,罗牛山,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,001201,东瑞股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002124,天邦股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002157,正邦科技,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002234,民和股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002299,圣农发展,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002321,*ST华英,03,畜牧业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002458,益生股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002714,牧原股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002982,湘佳股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300106,西部牧业,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300313,ST天山,03,畜牧业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300498,温氏股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300761,立华股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,300967,晓鸣股份,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600975,新五丰,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,603477,巨星农牧,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,605296,神农集团,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,000798,中水渔业,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002069,獐子岛,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002086,*ST东洋,04,渔业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,002696,百洋股份,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600097,开创国际,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600257,大湖股份,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,600467,好当家,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2021,2021Q3,000713,丰乐种业,05,农林牧渔服务业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核
2023,2023H2,002772,众兴菌业,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300511,雪榕生物,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300970,华绿生物,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300972,万辰集团,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600108,亚盛集团,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600359,新农开发,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600540,新赛股份,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600598,北大荒,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,601118,海南橡胶,01,农业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002679,福建金森,02,林业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,000048,京基智农,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,000735,罗牛山,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,001201,东瑞股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002124,天邦食品,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002157,*ST正邦,03,畜牧业,是,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002234,民和股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002299,圣农发展,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002321,华英农业,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002458,益生股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002714,牧原股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002982,湘佳股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300313,*ST天山,03,畜牧业,是,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300498,温氏股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300761,立华股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300967,晓鸣股份,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600975,新五丰,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,603477,巨星农牧,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,605296,神农集团,03,畜牧业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,000798,中水渔业,04,渔业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002069,獐子岛,04,渔业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002086,*ST东洋,04,渔业,是,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600097,开创国际,04,渔业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600257,大湖股份,04,渔业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600467,好当家,04,渔业,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,000713,丰乐种业,05,农、林、牧、渔专业及辅助性活动,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,000998,隆平高科,05,农、林、牧、渔专业及辅助性活动,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,002041,登海种业,05,农、林、牧、渔专业及辅助性活动,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300087,荃银高科,05,农、林、牧、渔专业及辅助性活动,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,300189,神农科技,05,农、林、牧、渔专业及辅助性活动,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600354,敦煌种业,05,农、林、牧、渔专业及辅助性活动,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
2023,2023H2,600371,万向德农,05,农、林、牧、渔专业及辅助性活动,否,中国上市公司协会,《中国上市公司协会上市公司行业统计分类指引》（2023）,2023H2.pdf,候选待年报复核
