stock_code,year,listed_legal_full_name,exchange,short_name,list_date,official_name_evidence,evidence_event_year,evidence_event_type,moa_source_url,identity_source_url,identity_basis,source_url,listed_by_year_end
600251,2018,新疆冠农股份有限公司,上海证券交易所,冠农股份,20030609,新疆冠农果茸集团股份有限公司,2018,monitor_pass,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,https://static.cninfo.com.cn/finalpage/2018-10-27/1205543355.PDF | https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,2018年股东大会资料明确集团名称变更为新疆冠农果茸股份有限公司并由2023年工商公告继续变更为当前名称,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
600251,2019,新疆冠农股份有限公司,上海证券交易所,冠农股份,20030609,新疆冠农果茸集团股份有限公司,2018,monitor_pass,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,https://static.cninfo.com.cn/finalpage/2018-10-27/1205543355.PDF | https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,2018年股东大会资料明确集团名称变更为新疆冠农果茸股份有限公司并由2023年工商公告继续变更为当前名称,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
600251,2020,新疆冠农股份有限公司,上海证券交易所,冠农股份,20030609,新疆冠农果茸股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,工商变更公告明确公司由名单名称变更为当前名称且证券代码保持600251,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
600251,2021,新疆冠农股份有限公司,上海证券交易所,冠农股份,20030609,新疆冠农果茸股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,工商变更公告明确公司由名单名称变更为当前名称且证券代码保持600251,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
600251,2022,新疆冠农股份有限公司,上海证券交易所,冠农股份,20030609,新疆冠农果茸股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,工商变更公告明确公司由名单名称变更为当前名称且证券代码保持600251,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
600251,2023,新疆冠农股份有限公司,上海证券交易所,冠农股份,20030609,新疆冠农果茸股份有限公司,2023,monitor_pass,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,工商变更公告明确公司由名单名称变更为当前名称且证券代码保持600251,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
600354,2014,甘肃省敦煌种业集团股份有限公司,上海证券交易所,敦煌种业,20040115,甘肃省敦煌种业股份有限公司,2014,monitor_pass,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,https://static.cninfo.com.cn/finalpage/2025-03-22/1222871589.PDF,年度报告说明当前公司由旧全称获批设立并持续使用同一统一社会信用代码,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
600354,2015,甘肃省敦煌种业集团股份有限公司,上海证券交易所,敦煌种业,20040115,甘肃省敦煌种业股份有限公司,2014,monitor_pass,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,https://static.cninfo.com.cn/finalpage/2025-03-22/1222871589.PDF,年度报告说明当前公司由旧全称获批设立并持续使用同一统一社会信用代码,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
603345,2018,安井食品集团股份有限公司,上海证券交易所,安井食品,20170222,福建安井食品股份有限公司,2018,monitor_pass,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,https://static.cninfo.com.cn/finalpage/2022-03-09/1212526427.PDF,发行情况报告将当前公司明确释义为曾用旧全称的同一发行人,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
603345,2019,安井食品集团股份有限公司,上海证券交易所,安井食品,20170222,福建安井食品股份有限公司,2018,monitor_pass,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,https://static.cninfo.com.cn/finalpage/2022-03-09/1212526427.PDF,发行情况报告将当前公司明确释义为曾用旧全称的同一发行人,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
603345,2020,安井食品集团股份有限公司,上海证券交易所,安井食品,20170222,福建安井食品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://static.cninfo.com.cn/finalpage/2022-03-09/1212526427.PDF,发行情况报告将当前公司明确释义为曾用旧全称的同一发行人,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,1
