stock_code,exchange,current_short_name,org_id,announcement_id,announcement_title,announcement_sec_name,publication_date,pdf_url,report_year_extracted,adjunct_size,retrieved_date
000048,深圳证券交易所,京基智农,gssz0000048,63944198,2013年年度报告摘要,康达尔,2014-04-28,https://static.cninfo.com.cn/finalpage/2014-04-29/63944198.PDF,2013,313,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,63944210,2013年年度报告（已取消）,康达尔,2014-04-28,https://static.cninfo.com.cn/finalpage/2014-04-29/63944210.PDF,2013,8598,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,64086872,2013年年度报告（更新后）,康达尔,2014-05-30,https://static.cninfo.com.cn/finalpage/2014-05-31/64086872.PDF,2013,8604,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1200920078,2014年年度报告摘要,康达尔,2015-04-27,https://static.cninfo.com.cn/finalpage/2015-04-28/1200920078.PDF,2014,305,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1200920085,2014年年度报告,康达尔,2015-04-27,https://static.cninfo.com.cn/finalpage/2015-04-28/1200920085.PDF,2014,1081,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1202243202,2015年年度报告摘要,康达尔,2016-04-25,https://static.cninfo.com.cn/finalpage/2016-04-26/1202243202.PDF,2015,306,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1202243218,2015年年度报告,康达尔,2016-04-25,https://static.cninfo.com.cn/finalpage/2016-04-26/1202243218.PDF,2015,3595,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1203402379,2016年年度报告摘要,康达尔,2017-04-26,https://static.cninfo.com.cn/finalpage/2017-04-27/1203402379.PDF,2016,276,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1203402385,2016年年度报告（已取消）,康达尔,2017-04-26,https://static.cninfo.com.cn/finalpage/2017-04-27/1203402385.PDF,2016,3620,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1203543841,2016年年度报告（更新后）,康达尔,2017-05-19,https://static.cninfo.com.cn/finalpage/2017-05-20/1203543841.PDF,2016,3623,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1205363827,2017年年度报告,*ST康达,2018-08-30,https://static.cninfo.com.cn/finalpage/2018-08-31/1205363827.PDF,2017,3481,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1205363829,2017年年度报告摘要,*ST康达,2018-08-30,https://static.cninfo.com.cn/finalpage/2018-08-31/1205363829.PDF,2017,279,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1206016211,2018年年度报告摘要,*ST康达,2019-04-14,https://static.cninfo.com.cn/finalpage/2019-04-15/1206016211.PDF,2018,203,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1206016212,2018年年度报告,*ST康达,2019-04-14,https://static.cninfo.com.cn/finalpage/2019-04-15/1206016212.PDF,2018,3884,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1207681429,2019年年度报告摘要,京基智农,2020-04-29,https://static.cninfo.com.cn/finalpage/2020-04-30/1207681429.PDF,2019,326,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1207681445,2019年年度报告,京基智农,2020-04-29,https://static.cninfo.com.cn/finalpage/2020-04-30/1207681445.PDF,2019,3704,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1209454334,2020年年度报告摘要,京基智农,2021-03-25,https://static.cninfo.com.cn/finalpage/2021-03-26/1209454334.PDF,2020,314,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1209454384,2020年年度报告,京基智农,2021-03-25,https://static.cninfo.com.cn/finalpage/2021-03-26/1209454384.PDF,2020,3522,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1212582108,2021年年度报告摘要,京基智农,2022-03-15,https://static.cninfo.com.cn/finalpage/2022-03-16/1212582108.PDF,2021,169,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1212582122,2021年年度报告,京基智农,2022-03-15,https://static.cninfo.com.cn/finalpage/2022-03-16/1212582122.PDF,2021,3794,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1216116016,2022年年度报告,京基智农,2023-03-14,https://static.cninfo.com.cn/finalpage/2023-03-15/1216116016.PDF,2022,2885,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1216116020,2022年年度报告摘要,京基智农,2023-03-14,https://static.cninfo.com.cn/finalpage/2023-03-15/1216116020.PDF,2022,258,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1219347629,2023年年度报告,京基智农,2024-03-19,https://static.cninfo.com.cn/finalpage/2024-03-20/1219347629.PDF,2023,1361,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1219347632,2023年年度报告摘要,京基智农,2024-03-19,https://static.cninfo.com.cn/finalpage/2024-03-20/1219347632.PDF,2023,352,2026-08-06
000048,深圳证券交易所,京基智农,gssz0000048,1219348059,2023年年度报告,京基智农,2024-03-19,https://static.cninfo.com.cn/finalpage/2024-03-20/1219348059.PDF,2023,1293,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,63664588,2013年年度报告摘要,东阿阿胶,2014-03-11,https://static.cninfo.com.cn/finalpage/2014-03-12/63664588.PDF,2013,223,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,63664608,2013年年度报告,东阿阿胶,2014-03-11,https://static.cninfo.com.cn/finalpage/2014-03-12/63664608.PDF,2013,4182,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1200714212,2014年年度报告摘要,东阿阿胶,2015-03-18,https://static.cninfo.com.cn/finalpage/2015-03-19/1200714212.PDF,2014,287,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1200714220,2014年年度报告,东阿阿胶,2015-03-18,https://static.cninfo.com.cn/finalpage/2015-03-19/1200714220.PDF,2014,4497,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1202033489,2015年年度报告摘要,东阿阿胶,2016-03-09,https://static.cninfo.com.cn/finalpage/2016-03-10/1202033489.PDF,2015,335,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1202033494,2015年年度报告,东阿阿胶,2016-03-09,https://static.cninfo.com.cn/finalpage/2016-03-10/1202033494.PDF,2015,5419,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1203145161,2016年年度报告摘要（已取消）,东阿阿胶,2017-03-09,https://static.cninfo.com.cn/finalpage/2017-03-10/1203145161.PDF,2016,257,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1203145166,2016年年度报告（已取消）,东阿阿胶,2017-03-09,https://static.cninfo.com.cn/finalpage/2017-03-10/1203145166.PDF,2016,4939,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1203153424,2016年年度报告（更新后）,东阿阿胶,2017-03-13,https://static.cninfo.com.cn/finalpage/2017-03-13/1203153424.PDF,2016,3219,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1203153425,2016年年度报告摘要（更新后）,东阿阿胶,2017-03-13,https://static.cninfo.com.cn/finalpage/2017-03-13/1203153425.PDF,2016,257,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1204480418,2017年年度报告摘要,东阿阿胶,2018-03-15,https://static.cninfo.com.cn/finalpage/2018-03-16/1204480418.PDF,2017,314,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1204480425,2017年年度报告（已取消）,东阿阿胶,2018-03-15,https://static.cninfo.com.cn/finalpage/2018-03-16/1204480425.PDF,2017,5180,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1205255220,2017年年度报告（更新后）,东阿阿胶,2018-08-02,https://static.cninfo.com.cn/finalpage/2018-08-03/1205255220.PDF,2017,3572,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1205897724,2018年年度报告摘要,东阿阿胶,2019-03-13,https://static.cninfo.com.cn/finalpage/2019-03-14/1205897724.PDF,2018,335,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1205897737,2018年年度报告,东阿阿胶,2019-03-13,https://static.cninfo.com.cn/finalpage/2019-03-14/1205897737.PDF,2018,7128,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1207411614,2019年年度报告摘要,东阿阿胶,2020-03-26,https://static.cninfo.com.cn/finalpage/2020-03-27/1207411614.PDF,2019,364,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1207411615,2019年年度报告,东阿阿胶,2020-03-26,https://static.cninfo.com.cn/finalpage/2020-03-27/1207411615.PDF,2019,5269,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1209419528,2020年年度报告摘要,东阿阿胶,2021-03-19,https://static.cninfo.com.cn/finalpage/2021-03-20/1209419528.PDF,2020,303,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1209419529,2020年年度报告,东阿阿胶,2021-03-19,https://static.cninfo.com.cn/finalpage/2021-03-20/1209419529.PDF,2020,4833,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1212685159,2021年年度报告摘要,东阿阿胶,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-26/1212685159.PDF,2021,265,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1212685160,2021年年度报告,东阿阿胶,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-26/1212685160.PDF,2021,5377,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1216219036,2022年年度报告摘要,东阿阿胶,2023-03-24,https://static.cninfo.com.cn/finalpage/2023-03-25/1216219036.PDF,2022,317,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1216219037,2022年年度报告,东阿阿胶,2023-03-24,https://static.cninfo.com.cn/finalpage/2023-03-25/1216219037.PDF,2022,7062,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1219375568,2023年年度报告,东阿阿胶,2024-03-21,https://static.cninfo.com.cn/finalpage/2024-03-22/1219375568.PDF,2023,5201,2026-08-06
000423,深圳证券交易所,东阿阿胶,gssz0000423,1219375572,2023年年度报告摘要,东阿阿胶,2024-03-21,https://static.cninfo.com.cn/finalpage/2024-03-22/1219375572.PDF,2023,419,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,63737166,2013年年度报告摘要,云南白药,2014-03-27,https://static.cninfo.com.cn/finalpage/2014-03-28/63737166.PDF,2013,639,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,63737178,2013年年度报告,云南白药,2014-03-27,https://static.cninfo.com.cn/finalpage/2014-03-28/63737178.PDF,2013,2880,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1200920590,2014年年度报告摘要,云南白药,2015-04-27,https://static.cninfo.com.cn/finalpage/2015-04-28/1200920590.PDF,2014,960,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1200920599,2014年年度报告,云南白药,2015-04-27,https://static.cninfo.com.cn/finalpage/2015-04-28/1200920599.PDF,2014,3427,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1202202875,2015年年度报告摘要,云南白药,2016-04-19,https://static.cninfo.com.cn/finalpage/2016-04-20/1202202875.PDF,2015,546,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1202202891,2015年年度报告,云南白药,2016-04-19,https://static.cninfo.com.cn/finalpage/2016-04-20/1202202891.PDF,2015,3323,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1203357001,2016年年度报告,云南白药,2017-04-21,https://static.cninfo.com.cn/finalpage/2017-04-22/1203357001.PDF,2016,3527,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1203357007,2016年年度报告摘要,云南白药,2017-04-21,https://static.cninfo.com.cn/finalpage/2017-04-22/1203357007.PDF,2016,651,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1204617003,2017年年度报告摘要,云南白药,2018-04-11,https://static.cninfo.com.cn/finalpage/2018-04-12/1204617003.PDF,2017,650,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1204617005,2017年年度报告,云南白药,2018-04-11,https://static.cninfo.com.cn/finalpage/2018-04-12/1204617005.PDF,2017,3394,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1205925076,2018年年度报告摘要,云南白药,2019-03-21,https://static.cninfo.com.cn/finalpage/2019-03-22/1205925076.PDF,2018,568,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1205925083,2018年年度报告,云南白药,2019-03-21,https://static.cninfo.com.cn/finalpage/2019-03-22/1205925083.PDF,2018,1341,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1207410743,2019年年度报告摘要,云南白药,2020-03-26,https://static.cninfo.com.cn/finalpage/2020-03-27/1207410743.PDF,2019,678,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1207410745,2019年年度报告,云南白药,2020-03-26,https://static.cninfo.com.cn/finalpage/2020-03-27/1207410745.PDF,2019,1630,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1209463032,2020年年度报告摘要,云南白药,2021-03-26,https://static.cninfo.com.cn/finalpage/2021-03-27/1209463032.PDF,2020,767,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1209463046,2020年年度报告,云南白药,2021-03-26,https://static.cninfo.com.cn/finalpage/2021-03-27/1209463046.PDF,2020,4678,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1212688567,2021年年度报告摘要,云南白药,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-26/1212688567.PDF,2021,433,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1212688576,2021年年度报告,云南白药,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-26/1212688576.PDF,2021,5657,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1216280763,2022年年度报告摘要,云南白药,2023-03-30,https://static.cninfo.com.cn/finalpage/2023-03-31/1216280763.PDF,2022,538,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1216280778,2022年年度报告,云南白药,2023-03-30,https://static.cninfo.com.cn/finalpage/2023-03-31/1216280778.PDF,2022,5512,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1219474052,2023年年度报告,云南白药,2024-03-29,https://static.cninfo.com.cn/finalpage/2024-03-30/1219474052.PDF,2023,9528,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1219474059,2023年年度报告摘要,云南白药,2024-03-29,https://static.cninfo.com.cn/finalpage/2024-03-30/1219474059.PDF,2023,426,2026-08-06
000538,深圳证券交易所,云南白药,gssz0000538,1219564958,2023年年度报告（英文版）,云南白药,2024-04-10,https://static.cninfo.com.cn/finalpage/2024-04-11/1219564958.PDF,2023,5335,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,63825967,2013年年度报告,泸州老窖,2014-04-11,https://static.cninfo.com.cn/finalpage/2014-04-12/63825967.PDF,2013,1666,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,63826879,2013年年度报告摘要,泸州老窖,2014-04-11,https://static.cninfo.com.cn/finalpage/2014-04-12/63826879.PDF,2013,286,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1200767502,2014年年度报告摘要,泸州老窖,2015-03-30,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767502.PDF,2014,352,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1200767503,2014年年度报告,泸州老窖,2015-03-30,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767503.PDF,2014,2647,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1202259364,2015年年度报告摘要,泸州老窖,2016-04-27,https://static.cninfo.com.cn/finalpage/2016-04-28/1202259364.PDF,2015,302,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1202259365,2015年年度报告,泸州老窖,2016-04-27,https://static.cninfo.com.cn/finalpage/2016-04-28/1202259365.PDF,2015,2780,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1203322665,2016年年度报告摘要,泸州老窖,2017-04-18,https://static.cninfo.com.cn/finalpage/2017-04-19/1203322665.PDF,2016,277,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1203322668,2016年年度报告,泸州老窖,2017-04-18,https://static.cninfo.com.cn/finalpage/2017-04-19/1203322668.PDF,2016,2733,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1204601028,2017年年度报告摘要,泸州老窖,2018-04-10,https://static.cninfo.com.cn/finalpage/2018-04-11/1204601028.PDF,2017,341,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1204601047,2017年年度报告,泸州老窖,2018-04-10,https://static.cninfo.com.cn/finalpage/2018-04-11/1204601047.PDF,2017,2710,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1206098272,2018年年度报告,泸州老窖,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206098272.PDF,2018,2750,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1206098273,2018年年度报告摘要,泸州老窖,2019-04-25,https://static.cninfo.com.cn/finalpage/2019-04-26/1206098273.PDF,2018,264,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1206335965,2018年年度报告（英文版）,泸州老窖,2019-06-05,https://static.cninfo.com.cn/finalpage/2019-06-06/1206335965.PDF,2018,3588,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1207656446,2019年年度报告摘要,泸州老窖,2020-04-28,https://static.cninfo.com.cn/finalpage/2020-04-29/1207656446.PDF,2019,263,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1207656466,2019年年度报告,泸州老窖,2020-04-28,https://static.cninfo.com.cn/finalpage/2020-04-29/1207656466.PDF,2019,3165,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1207893497,2019年年度报告（英文版）,泸州老窖,2020-06-03,https://static.cninfo.com.cn/finalpage/2020-06-04/1207893497.PDF,2019,3410,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1209863990,2020年年度报告摘要,泸州老窖,2021-04-29,https://static.cninfo.com.cn/finalpage/2021-04-30/1209863990.PDF,2020,294,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1209863995,2020年年度报告,泸州老窖,2021-04-29,https://static.cninfo.com.cn/finalpage/2021-04-30/1209863995.PDF,2020,3299,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1210114331,2020年年度报告（英文版）,泸州老窖,2021-05-27,https://static.cninfo.com.cn/finalpage/2021-05-28/1210114331.PDF,2020,3497,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1213196169,2021年年度报告摘要,泸州老窖,2022-04-28,https://static.cninfo.com.cn/finalpage/2022-04-29/1213196169.PDF,2021,236,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1213196184,2021年年度报告,泸州老窖,2022-04-28,https://static.cninfo.com.cn/finalpage/2022-04-29/1213196184.PDF,2021,3336,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1213381061,2021年年度报告（英文版）,泸州老窖,2022-05-17,https://static.cninfo.com.cn/finalpage/2022-05-18/1213381061.PDF,2021,3695,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1216686514,2022年年度报告,泸州老窖,2023-04-28,https://static.cninfo.com.cn/finalpage/2023-04-29/1216686514.PDF,2022,5391,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1216686518,2022年年度报告摘要,泸州老窖,2023-04-28,https://static.cninfo.com.cn/finalpage/2023-04-29/1216686518.PDF,2022,379,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1216850340,2022年年度报告（英文版）,泸州老窖,2023-05-18,https://static.cninfo.com.cn/finalpage/2023-05-19/1216850340.PDF,2022,5820,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1219872991,2023年年度报告,泸州老窖,2024-04-26,https://static.cninfo.com.cn/finalpage/2024-04-27/1219872991.PDF,2023,5748,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1219873011,2023年年度报告摘要,泸州老窖,2024-04-26,https://static.cninfo.com.cn/finalpage/2024-04-27/1219873011.PDF,2023,309,2026-08-06
000568,深圳证券交易所,泸州老窖,gssz0000568,1220035620,2023年年度报告（英文）,泸州老窖,2024-05-10,https://static.cninfo.com.cn/finalpage/2024-05-11/1220035620.PDF,2023,6251,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,63950742,2013年年度报告摘要,中福实业,2014-04-29,https://static.cninfo.com.cn/finalpage/2014-04-30/63950742.PDF,2013,224,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,63950761,2013年年度报告,中福实业,2014-04-29,https://static.cninfo.com.cn/finalpage/2014-04-30/63950761.PDF,2013,964,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1200834182,2014年年度报告摘要,平潭发展,2015-04-14,https://static.cninfo.com.cn/finalpage/2015-04-15/1200834182.PDF,2014,212,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1200834190,2014年年度报告,平潭发展,2015-04-14,https://static.cninfo.com.cn/finalpage/2015-04-15/1200834190.PDF,2014,1223,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1202227404,2015年年度报告摘要,平潭发展,2016-04-22,https://static.cninfo.com.cn/finalpage/2016-04-23/1202227404.PDF,2015,283,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1202227414,2015年年度报告,平潭发展,2016-04-22,https://static.cninfo.com.cn/finalpage/2016-04-23/1202227414.PDF,2015,1072,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1203424015,2016年年度报告,平潭发展,2017-04-28,https://static.cninfo.com.cn/finalpage/2017-04-29/1203424015.PDF,2016,5060,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1203424034,2016年年度报告摘要,平潭发展,2017-04-28,https://static.cninfo.com.cn/finalpage/2017-04-29/1203424034.PDF,2016,305,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1204821764,2017年年度报告摘要,平潭发展,2018-04-27,https://static.cninfo.com.cn/finalpage/2018-04-28/1204821764.PDF,2017,293,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1204821768,2017年年度报告,平潭发展,2018-04-27,https://static.cninfo.com.cn/finalpage/2018-04-28/1204821768.PDF,2017,5272,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1206159440,2018年年度报告摘要,平潭发展,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206159440.PDF,2018,276,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1206159441,2018年年度报告,平潭发展,2019-04-29,https://static.cninfo.com.cn/finalpage/2019-04-30/1206159441.PDF,2018,1181,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1207679475,2019年年度报告摘要,平潭发展,2020-04-29,https://static.cninfo.com.cn/finalpage/2020-04-30/1207679475.PDF,2019,387,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1207679481,2019年年度报告,平潭发展,2020-04-29,https://static.cninfo.com.cn/finalpage/2020-04-30/1207679481.PDF,2019,1274,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1209867785,2020年年度报告摘要,平潭发展,2021-04-29,https://static.cninfo.com.cn/finalpage/2021-04-30/1209867785.PDF,2020,370,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1209867787,2020年年度报告,平潭发展,2021-04-29,https://static.cninfo.com.cn/finalpage/2021-04-30/1209867787.PDF,2020,1235,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1213145508,2021年年度报告摘要,平潭发展,2022-04-26,https://static.cninfo.com.cn/finalpage/2022-04-27/1213145508.PDF,2021,267,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1213145510,2021年年度报告,平潭发展,2022-04-26,https://static.cninfo.com.cn/finalpage/2022-04-27/1213145510.PDF,2021,5888,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1216557624,2022年年度报告,平潭发展,2023-04-24,https://static.cninfo.com.cn/finalpage/2023-04-25/1216557624.PDF,2022,1266,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1216557630,2022年年度报告摘要,平潭发展,2023-04-24,https://static.cninfo.com.cn/finalpage/2023-04-25/1216557630.PDF,2022,281,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1219802590,2023年年度报告,平潭发展,2024-04-24,https://static.cninfo.com.cn/finalpage/2024-04-25/1219802590.PDF,2023,1319,2026-08-06
000592,深圳证券交易所,平潭发展,gssz0000592,1219802624,2023年年度报告摘要,平潭发展,2024-04-24,https://static.cninfo.com.cn/finalpage/2024-04-25/1219802624.PDF,2023,359,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,63886312,2013年年度报告摘要,吉林敖东,2014-04-21,https://static.cninfo.com.cn/finalpage/2014-04-22/63886312.PDF,2013,245,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,63886316,2013年年度报告,吉林敖东,2014-04-21,https://static.cninfo.com.cn/finalpage/2014-04-22/63886316.PDF,2013,2864,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1200873309,2014年年度报告摘要,吉林敖东,2015-04-20,https://static.cninfo.com.cn/finalpage/2015-04-21/1200873309.PDF,2014,221,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1200873310,2014年年度报告,吉林敖东,2015-04-20,https://static.cninfo.com.cn/finalpage/2015-04-21/1200873310.PDF,2014,3783,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1202089445,2015年年度报告,吉林敖东,2016-03-28,https://static.cninfo.com.cn/finalpage/2016-03-29/1202089445.PDF,2015,3900,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1202089448,2015年年度报告摘要,吉林敖东,2016-03-28,https://static.cninfo.com.cn/finalpage/2016-03-29/1202089448.PDF,2015,383,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1203239356,2016年年度报告摘要,吉林敖东,2017-03-30,https://static.cninfo.com.cn/finalpage/2017-03-31/1203239356.PDF,2016,305,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1203239375,2016年年度报告,吉林敖东,2017-03-30,https://static.cninfo.com.cn/finalpage/2017-03-31/1203239375.PDF,2016,3827,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1204555870,2017年年度报告摘要,吉林敖东,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-31/1204555870.PDF,2017,383,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1204555892,2017年年度报告,吉林敖东,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-31/1204555892.PDF,2017,3990,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1205988879,2018年年度报告,吉林敖东,2019-04-02,https://static.cninfo.com.cn/finalpage/2019-04-03/1205988879.PDF,2018,4256,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1205988912,2018年年度报告摘要,吉林敖东,2019-04-02,https://static.cninfo.com.cn/finalpage/2019-04-03/1205988912.PDF,2018,378,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1207609252,2019年年度报告,吉林敖东,2020-04-24,https://static.cninfo.com.cn/finalpage/2020-04-25/1207609252.PDF,2019,4374,2026-08-06
000623,深圳证券交易所,吉林敖东,gssz0000623,1207609281,2019年年度报告摘要,吉林敖东,2020-04-24,https://static.cninfo.com.cn/finalpage/2020-04-25/1207609281.PDF,2019,471,2026-08-06
