stock_code,exchange,short_name,legal_full_name,org_id,search_status,announcement_count,issuer_name_change_notice_count,earliest_exact_event_date,exact_event_years,exact_event_types,last_completion_or_progress_notice_date,timing_screen_result,issuer_name_change_notice_titles,issuer_name_change_notice_urls,retrieved_date,scope_caution
300898,深圳证券交易所,熊猫乳品,熊猫乳品集团股份有限公司,gfbj0832559,检索完成,0,0,2023-05-12,2023,第十次监测递补名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
300908,深圳证券交易所,仲景食品,仲景食品股份有限公司,9900039763,检索完成,0,0,2019-11-26,2019 | 2023,第六批新认定名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
300967,深圳证券交易所,晓鸣股份,宁夏晓鸣农牧股份有限公司,gfbj0831243,检索完成,0,0,2019-11-26,2019 | 2023,第六批新认定名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
301116,深圳证券交易所,益客食品,江苏益客食品集团股份有限公司,9900028946,检索完成,0,0,2020-11-20,2020 | 2023,第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
301498,深圳证券交易所,乖宝宠物,乖宝宠物食品集团股份有限公司,9900046969,检索完成,0,0,2023-05-12,2023,第十次监测递补名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600108,上海证券交易所,亚盛集团,甘肃亚盛实业(集团)股份有限公司,gssh0600108,检索完成,3,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600127,上海证券交易所,金健米业,金健米业股份有限公司,gssh0600127,检索完成,1,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600129,上海证券交易所,太极集团,重庆太极实业(集团)股份有限公司,gssh0600129,检索完成,2,0,2018-11-29,2018 | 2020 | 2023,第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600195,上海证券交易所,中牧股份,中牧实业股份有限公司,gssh0600195,检索完成,1,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600211,上海证券交易所,西藏药业,西藏诺迪康药业股份有限公司,gssh0600211,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600238,上海证券交易所,ST椰岛,海南椰岛(集团)股份有限公司,gssh0600238,检索完成,1,0,2023-05-12,2023,第十次监测递补名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600285,上海证券交易所,羚锐制药,河南羚锐制药股份有限公司,gssh0600285,检索完成,0,0,2020-11-20,2020 | 2023,第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600295,上海证券交易所,鄂尔多斯,内蒙古鄂尔多斯资源股份有限公司,gssh0600295,检索完成,2,1.0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,2011-06-09,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,关于公司名称变更获批的公告,https://static.cninfo.com.cn/finalpage/2011-06-10/59534010.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600300,上海证券交易所,维维股份,维维食品饮料股份有限公司,gssh0600300,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600305,上海证券交易所,恒顺醋业,江苏恒顺醋业股份有限公司,gssh0600305,检索完成,1,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600351,上海证券交易所,亚宝药业,亚宝药业集团股份有限公司,gssh0600351,检索完成,3,1.0,2019-11-26,2019 | 2023,第六批新认定名单 | 第十次监测合格名单,2009-05-05,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,关于变更公司名称的公告,https://static.cninfo.com.cn/finalpage/2009-05-06/52182607.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600354,上海证券交易所,敦煌种业,甘肃省敦煌种业集团股份有限公司,gssh0600354,检索完成,1,1.0,2018-11-29,2018 | 2020 | 2023,第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,仅检出提案_最早精确名单事件已使用当前全称_仍需核实施行日,关于拟变更公司名称的公告,https://static.cninfo.com.cn/finalpage/2016-08-27/1202637104.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600419,上海证券交易所,天润乳业,新疆天润乳业股份有限公司,gssh0600419,检索完成,2,1.0,2018-11-29,2018 | 2020 | 2023,第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,2013-12-31,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,关于公司名称等工商登记变更的公告,https://static.cninfo.com.cn/finalpage/2014-01-01/63439440.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600429,上海证券交易所,三元股份,北京三元食品股份有限公司,gssh0600429,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600438,上海证券交易所,通威股份,通威股份有限公司,gssh0600438,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600467,上海证券交易所,好当家,山东好当家海洋发展股份有限公司,gssh0600467,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600479,上海证券交易所,千金药业,株洲千金药业股份有限公司,gssh0600479,检索完成,0,0,2018-11-29,2018 | 2020 | 2023,第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600543,上海证券交易所,*ST莫高,甘肃莫高实业发展股份有限公司,gssh0600543,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600597,上海证券交易所,光明乳业,光明乳业股份有限公司,gssh0600597,检索完成,1,1.0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,2003-09-02,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,关于变更公司法定名称的进展公告,https://static.cninfo.com.cn/finalpage/2003-09-03/12495336.html,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600737,上海证券交易所,中粮糖业,中粮糖业控股股份有限公司,gssh0600737,检索完成,3,3.0,2023-05-12,2023,第十次监测合格名单,2020-11-26,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,关于公司名称完成工商变更登记的公告 | 中粮屯河糖业股份有限公司关于公司名称变更暨修订《公司章程》的公告,https://static.cninfo.com.cn/finalpage/2017-01-26/1203056143.PDF | https://static.cninfo.com.cn/finalpage/2020-10-22/1208596727.PDF | https://static.cninfo.com.cn/finalpage/2020-11-27/1208805219.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600873,上海证券交易所,梅花生物,梅花生物科技集团股份有限公司,gssh0600873,检索完成,2,1.0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,2011-03-03,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,关于公司名称、经营范围等事项完成工商变更手续的公告,https://static.cninfo.com.cn/finalpage/2011-03-04/59075596.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600882,上海证券交易所,妙可蓝多,上海妙可蓝多食品科技股份有限公司,gssh0600882,检索完成,5,5.0,2020-11-25,2020 | 2023,2020年递补名单（128家） | 第十次监测合格名单,2019-03-05,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,关于公司名称、住所及经营范围等事项变更的公告 | 关于拟变更公司名称及简称的公告 | 关于董事会审议变更公司名称及证券简称的补充公告 | 关于董事会审议变更公司名称及证券简称的公告 | 关于公司名称完成工商变更登记的公告,https://static.cninfo.com.cn/finalpage/2012-09-21/61592565.PDF | https://static.cninfo.com.cn/finalpage/2016-04-26/1202246074.PDF | https://static.cninfo.com.cn/finalpage/2016-04-28/1202260594.PDF | https://static.cninfo.com.cn/finalpage/2019-01-08/1205714593.PDF | https://static.cninfo.com.cn/finalpage/2019-03-06/1205876735.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600887,上海证券交易所,伊利股份,内蒙古伊利实业集团股份有限公司,gssh0600887,检索完成,1,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600962,上海证券交易所,国投中鲁,国投中鲁果汁股份有限公司,gssh0600962,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600965,上海证券交易所,*ST福成,河北福成五丰食品股份有限公司,gssh0600965,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
600975,上海证券交易所,新五丰,湖南新五丰股份有限公司,gssh0600975,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
601118,上海证券交易所,海南橡胶,海南天然橡胶产业集团股份有限公司,9900005902,检索完成,1,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
601933,上海证券交易所,永辉超市,永辉超市股份有限公司,9900016367,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
601996,上海证券交易所,丰林集团,广西丰林木业集团股份有限公司,9900021478,检索完成,2,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603151,上海证券交易所,邦基科技,山东邦基科技股份有限公司,9900052705,检索完成,0,0,2021-12-22,2021,第七批新认定名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603156,上海证券交易所,养元饮品,河北养元智汇饮品股份有限公司,9900023988,检索完成,0,0,2016-10-14,2016 | 2018 | 2020 | 2023,第七次监测递补名单（111家） | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603182,上海证券交易所,嘉华股份,山东嘉华生物科技股份有限公司,gfbj0838891,检索完成,0,0,2023-05-12,2023,第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603237,上海证券交易所,五芳斋,浙江五芳斋实业股份有限公司,9900041915,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603288,上海证券交易所,海天味业,佛山市海天调味食品股份有限公司,9900023228,检索完成,0,0,2021-12-22,2021,第七批新认定名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603317,上海证券交易所,天味食品,四川天味食品集团股份有限公司,9900023519,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603336,上海证券交易所,宏辉果蔬,宏辉果蔬股份有限公司,9900023771,检索完成,0,0,2020-11-25,2020 | 2023,2020年递补名单（128家） | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603345,上海证券交易所,安井食品,安井食品集团股份有限公司,9900028960,检索完成,1,1.0,2023-05-12,2023,第十次监测合格名单,,仅检出提案_最早精确名单事件已使用当前全称_仍需核实施行日,安井食品关于拟变更公司名称及修订《公司章程》的公告,https://static.cninfo.com.cn/finalpage/2021-12-14/1211894253.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603363,上海证券交易所,傲农生物,福建傲农生物科技集团股份有限公司,9900033003,检索完成,1,0,2021-12-22,2021,第七批新认定名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603517,上海证券交易所,ST绝味,绝味食品股份有限公司,9900029519,检索完成,0,0,2020-11-20,2020 | 2023,第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603609,上海证券交易所,禾丰股份,禾丰食品股份有限公司,9900022976,检索完成,2,2.0,2023-05-12,2023,第十次监测合格名单,2021-03-24,时点顺序通过_更名完成或进展公告不晚于最早精确名单事件,禾丰牧业关于拟变更公司名称、证券简称及修改《公司章程》的公告 | 禾丰牧业关于变更公司名称完成工商登记的公告,https://static.cninfo.com.cn/finalpage/2021-02-02/1209225107.PDF | https://static.cninfo.com.cn/finalpage/2021-03-25/1209444152.PDF,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603668,上海证券交易所,天马科技,福建天马科技集团股份有限公司,9900029592,检索完成,1,0,2016-10-14,2016 | 2018 | 2020 | 2023,第七次监测递补名单（111家） | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603708,上海证券交易所,家家悦,家家悦集团股份有限公司,9900029040,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
603896,上海证券交易所,寿仙谷,浙江寿仙谷医药股份有限公司,9900030535,检索完成,0,0,2021-12-22,2021,第七批新认定名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
605016,上海证券交易所,百龙创园,山东百龙创园生物科技股份有限公司,9900041707,检索完成,0,0,2021-12-22,2021,第七批新认定名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
605179,上海证券交易所,一鸣食品,浙江一鸣食品股份有限公司,9900039760,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
605198,上海证券交易所,安德利,烟台北方安德利果汁股份有限公司,gshk0008259,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
605296,上海证券交易所,神农集团,云南神农农业产业集团股份有限公司,9900033227,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
605337,上海证券交易所,李子园,浙江李子园食品股份有限公司,9900039750,检索完成,1,0,2018-11-29,2018 | 2020 | 2023,第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
605338,上海证券交易所,巴比食品,中饮巴比食品股份有限公司,9900039853,检索完成,0,0,2020-11-20,2020 | 2023,第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
605589,上海证券交易所,圣泉集团,济南圣泉集团股份有限公司,9900028008,检索完成,0,0,2014-09-01,2014 | 2018 | 2020 | 2023,第六次监测合格名单 | 第八次监测合格名单 | 第九次监测合格名单 | 第十次监测合格名单,,未检出上市公司本体名称变更公告_仍需年报抽查,,,2026-08-06,当前完整批量结果检索截至2023-12-31；2024—2026仅对高可信人工候选定向补查
