stock_code,exchange,current_short_name,current_legal_full_name,org_id,announcement_id,announcement_title,announcement_sec_name,announcement_date,pdf_url,query_keyword,retrieved_date,review_status
600882,上海证券交易所,妙可蓝多,上海妙可蓝多食品科技股份有限公司,gssh0600882,61592565,关于公司名称、住所及经营范围等事项变更的公告,*ST大成,2012-09-20,https://static.cninfo.com.cn/finalpage/2012-09-21/61592565.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
600882,上海证券交易所,妙可蓝多,上海妙可蓝多食品科技股份有限公司,gssh0600882,1202246074,关于拟变更公司名称及简称的公告,华联矿业,2016-04-25,https://static.cninfo.com.cn/finalpage/2016-04-26/1202246074.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
600882,上海证券交易所,妙可蓝多,上海妙可蓝多食品科技股份有限公司,gssh0600882,1202260594,关于董事会审议变更公司名称及证券简称的补充公告,华联矿业,2016-04-27,https://static.cninfo.com.cn/finalpage/2016-04-28/1202260594.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
600882,上海证券交易所,妙可蓝多,上海妙可蓝多食品科技股份有限公司,gssh0600882,1205714593,关于董事会审议变更公司名称及证券简称的公告,广泽股份,2019-01-07,https://static.cninfo.com.cn/finalpage/2019-01-08/1205714593.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
600882,上海证券交易所,妙可蓝多,上海妙可蓝多食品科技股份有限公司,gssh0600882,1205876735,关于公司名称完成工商变更登记的公告,广泽股份,2019-03-05,https://static.cninfo.com.cn/finalpage/2019-03-06/1205876735.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
600887,上海证券交易所,伊利股份,内蒙古伊利实业集团股份有限公司,gssh0600887,57402872,关于北京立信会计师事务所有限公司名称变更的公告,*ST伊利,2009-12-15,https://static.cninfo.com.cn/finalpage/2009-12-16/57402872.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
601118,上海证券交易所,海南橡胶,海南天然橡胶产业集团股份有限公司,9900005902,1207473538,关于控股子公司变更公司名称的公告,海南橡胶,2020-04-09,https://static.cninfo.com.cn/finalpage/2020-04-10/1207473538.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
601996,上海证券交易所,丰林集团,广西丰林木业集团股份有限公司,9900021478,60183693,关于全资子公司变更名称和经营范围的公告,丰林集团,2011-11-09,https://static.cninfo.com.cn/finalpage/2011-11-10/60183693.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
601996,上海证券交易所,丰林集团,广西丰林木业集团股份有限公司,9900021478,64042847,关于控股子公司名称变更的公告,丰林集团,2014-05-19,https://static.cninfo.com.cn/finalpage/2014-05-20/64042847.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
603345,上海证券交易所,安井食品,安井食品集团股份有限公司,9900028960,1211894253,安井食品关于拟变更公司名称及修订《公司章程》的公告,安井食品,2021-12-13,https://static.cninfo.com.cn/finalpage/2021-12-14/1211894253.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
603363,上海证券交易所,傲农生物,福建傲农生物科技集团股份有限公司,9900033003,1218655787,福建傲农生物科技集团股份有限公司关于控股股东变更名称和注册地址的公告,傲农生物,2023-12-18,https://static.cninfo.com.cn/finalpage/2023-12-19/1218655787.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
603609,上海证券交易所,禾丰股份,禾丰食品股份有限公司,9900022976,1209225107,禾丰牧业关于拟变更公司名称、证券简称及修改《公司章程》的公告,禾丰牧业,2021-02-01,https://static.cninfo.com.cn/finalpage/2021-02-02/1209225107.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
603609,上海证券交易所,禾丰股份,禾丰食品股份有限公司,9900022976,1209444152,禾丰牧业关于变更公司名称完成工商登记的公告,禾丰牧业,2021-03-24,https://static.cninfo.com.cn/finalpage/2021-03-25/1209444152.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
603668,上海证券交易所,天马科技,福建天马科技集团股份有限公司,9900029592,1207347817,关于全资子公司变更公司名称和经营范围的公告,天马科技,2020-03-05,https://static.cninfo.com.cn/finalpage/2020-03-06/1207347817.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
605337,上海证券交易所,李子园,浙江李子园食品股份有限公司,9900039750,1209310327,浙江李子园食品股份有限公司关于控股股东名称及地址变更的公告,李子园,2021-02-26,https://static.cninfo.com.cn/finalpage/2021-02-27/1209310327.PDF,变更公司名称,2026-08-06,待读取公告正文并提取变更前后法人全称及生效日
