stock_code,exchange,current_short_name,org_id,announcement_id,announcement_title,announcement_sec_name,announcement_date,pdf_url,query_keyword,query_period,retrieved_date,review_status,event_candidate_type,pdf_parse_status,date_evidence_excerpt,manual_review_status
002069,深圳证券交易所,獐子岛,9900000781,1213263536,关于公司股票实行其他风险警示暨股票停牌的提示性公告,獐子岛,2022-04-29,https://static.cninfo.com.cn/finalpage/2022-04-30/1213263536.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002069 证券简称：獐子岛 公告编号：2022-28 || 2、公司股票自 2022 年 5 月 6 日起被实行“其他风险警示”，股票简称由“獐 子岛”变更为“ST 獐子岛”股票代码仍为“002069”，股票交易的日涨跌幅限制为 5%。 || 因獐子岛集团股份有限公司（以下简称“公司”）2019 年度、2020 年度、2021 年度最近三个会计年度经审计的扣除非经常性损益前后净利润孰低者均为负值， || 4、实行其他风险警示的起始日：2022 年 5 月 6 日；,待人工判定实际生效日及风险状态是否连续
002069,深圳证券交易所,獐子岛,9900000781,1216922290,关于撤销其他风险警示暨停复牌的公告,ST獐子岛,2023-05-26,https://static.cninfo.com.cn/finalpage/2023-05-27/1216922290.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,证券代码：002069 证券简称：ST 獐子岛 公告编号：2023-23 || 1、獐子岛集团股份有限公司（以下简称“公司”）股票交易于 2023 年 5 月 29 日停牌一天，于 2023 年 5 月 30 日开市起复牌； || 2、公司股票交易自 2023 年 5 月 30 日开市起撤销其他风险警示。证券简称 由“ST 獐子岛”变更为“獐子岛”，证券代码仍为“002069”； || 4、撤销其他风险警示的起始日：2023 年 5 月 30 日； || 益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在 不确定性”规定的情形，公司股票于 2022 年 5 月 6 日被实行其他风险警示。详 见公司于 2022 年 4 月 30 日披露的《关于公司股票实行其他风险警示暨股票停牌 || 不确定性”规定的情形，公司股票于 2022 年 5 月 6 日被实行其他风险警示。详 见公司于 2022 年 4 月 30 日披露的《关于公司股票实行其他风险警示暨股票停牌 的提示性公告》（公告编号：2022-28）。 || 销股票交易其他风险警示的条件。鉴于此，公司于 2023 年 4 月 27 日召开的第八 届董事会第六次会议审议通过了《关于申请撤销股票交易其他风险警示的议案》 ， || ， 并向深圳证券交易所申请撤销公司股票交易其他风险警示。详见公司于 2023 年 4 月 29 日披露的《关于申请撤销其他风险警示的公告》（公告编号：2023-17）。 || 并向深圳证券交易所申请撤销公司股票交易其他风险警示。详见公司于 2023 年 4 月 29 日披露的《关于申请撤销其他风险警示的公告》（公告编号：2023-17）。 || 2023 年 5 月 26 日，深圳证券交易所同意撤销对公司股票交易实施的其他风 险警示。公司股票将于 2023 年 5 月 29 日开市起停牌 1 天，并于 2023 年 5 月 30 || 险警示。公司股票将于 2023 年 5 月 29 日开市起停牌 1 天，并于 2023 年 5 月 30 日开市起撤销其他风险警示并恢复交易，股票简称将由“ST 獐子岛”变更为“獐 子岛”，股票代码仍为“002069”。撤销其他风险警示后，公司股票价格的日涨跌,待人工判定实际生效日及风险状态是否连续
002086,深圳证券交易所,东方海洋,9900001344,1205834790,关于公司股票实施其他风险警示的公告,东方海洋,2019-02-14,https://static.cninfo.com.cn/finalpage/2019-02-15/1205834790.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002086 证券简称：东方海洋 公告编号：2019-006 || 风险警示情形。 2、公司股票（股票简称：东方海洋，股票代码：002086）自 2019 年 2 月 15 日上午开市起停牌一天，自 2019 年 2 月 18 日上午开市起复牌。 || 2、公司股票（股票简称：东方海洋，股票代码：002086）自 2019 年 2 月 15 日上午开市起停牌一天，自 2019 年 2 月 18 日上午开市起复牌。 3、自 2019 年 2 月 18 日上午开市起，公司股票交易被实施其他风险警示， || 15 日上午开市起停牌一天，自 2019 年 2 月 18 日上午开市起复牌。 3、自 2019 年 2 月 18 日上午开市起，公司股票交易被实施其他风险警示， 公司股票简称由“东方海洋”变更为“ST 东海洋”，股票代码仍为“002086”， || 3、自 2019 年 2 月 18 日上午开市起，公司股票交易被实施其他风险警示， 公司股票简称由“东方海洋”变更为“ST 东海洋”，股票代码仍为“002086”， 股票交易日涨跌幅限制为 5%。 || 股票交易日涨跌幅限制为 5%。 一、实行其他风险警示情形的主要原因 截至 2019 年 1 月 21 日，公司控股股东非经营性占用公司资金余额为 || 根据《深圳证券交易所股票上市规则（2018 年修订）》第 13.3.1 条、第 13.3.2 条的规定，公司股票将被实行其他风险警示。本公司特向投资者做如下风险提示： 1、实行其他风险警示的起始日：2019 年 2 月 18 日上午开市起； || 条的规定，公司股票将被实行其他风险警示。本公司特向投资者做如下风险提示： 1、实行其他风险警示的起始日：2019 年 2 月 18 日上午开市起； 2、公司股票停复牌起始日：公司股票因被实行其他风险警示，自 2019 年 2 || 1、实行其他风险警示的起始日：2019 年 2 月 18 日上午开市起； 2、公司股票停复牌起始日：公司股票因被实行其他风险警示，自 2019 年 2 月 15 日（星期五）上午开市时起停牌 1 天，于 2019 年 2 月 18 日(星期一) 上 || 月 15 日（星期五）上午开市时起停牌 1 天，于 2019 年 2 月 18 日(星期一) 上 午开市时起复牌； 3、实行其他风险警示后，公司股票简称由“东方海洋”变为“ST 东海洋”；,待人工判定实际生效日及风险状态是否连续
002086,深圳证券交易所,东方海洋,9900001344,1207968713,关于股票实施退市风险警示暨临时停牌的公告,ST东海洋,2020-06-29,https://static.cninfo.com.cn/finalpage/2020-06-30/1207968713.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002086 证券简称：ST 东海洋 公告编号：2020-049 || 牌； 2、公司股票自 2020 年 7 月 1 日起被实施“退市风险警示”特别处理，股票 简称由“ST 东海洋”变更为“*ST 东洋”； || 2、公司股票自 2020 年 7 月 1 日起被实施“退市风险警示”特别处理，股票 简称由“ST 东海洋”变更为“*ST 东洋”； 3、实施退市风险警示后股票交易的日涨跌幅限制为 5%。 || 山东东方海洋科技股份有限公司（以下简称“公司”）2018 年度、2019 年 度连续两个会计年度经审计的净利润为负值，且公司 2019 年年度报告出具了无 || （三）股票代码仍为“002086”； （四）实施退市风险警示的起始日：2020 年 7 月 1 日； （五）实施退市风险警示后股票交易的日涨跌幅限制为 5%。 || （四）实施退市风险警示的起始日：2020 年 7 月 1 日； （五）实施退市风险警示后股票交易的日涨跌幅限制为 5%。 二、实施退市风险警示的主要原因 || （五）实施退市风险警示后股票交易的日涨跌幅限制为 5%。 二、实施退市风险警示的主要原因 因公司 2018 年度、2019 年度连续两个会计年度经审计的净利润均为负值， || 所股票上市规则》第 13.2.1 条第（一）款的相关规定，公司股票交易将于 2020 年 6 月 30 日停牌一天，自 2020 年 7 月 1 日复牌后被实施“退市风险警示”特别 处理。 || 处理。 三、公司董事会关于争取撤销退市风险警示的意见及具体措施 因公司 2018 年度、2019 年度连续两个会计年度经审计的净利润均为负值， || 因公司 2018 年度、2019 年度连续两个会计年度经审计的净利润均为负值， 且公司 2019 年年度报告出具了无法表示意见的审计报告，公司股票交易被实施 退市风险警示，公司董事会拟采取如下措施，争取实现 2020 年扭亏为盈，争取 || 退市风险警示，公司董事会拟采取如下措施，争取实现 2020 年扭亏为盈，争取 撤销退市风险警示： 1、公司正积极推动控股股东施行股权合作引入战略投资者等多种方式从资,待人工判定实际生效日及风险状态是否连续
002086,深圳证券交易所,东方海洋,9900001344,1209872476,关于公司股票被叠加实施其他风险警示的公告,*ST东洋,2021-04-29,https://static.cninfo.com.cn/finalpage/2021-04-30/1209872476.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002086 证券简称：*ST 东洋 公告编号：2021-044 || 1、山东东方海洋科技股份有限公司(以下简称“公司”)股票因存在被控股股 东山东东方海洋集团有限公司（以下简称“控股股东”）非经营性占用资金的情 形，根据《深圳证券交易所股票上市规则》（2018 年 11 月修订）第 13.3.1 条规 || 形，根据《深圳证券交易所股票上市规则》（2018 年 11 月修订）第 13.3.1 条规 定，经公司向深圳证券交易所申请，公司股票于 2019 年 2 月 18 日起被实行“其 他风险警示”处理，股票简称由“东方海洋”变更为“ST 东海洋”，公司股票代码 || 定，经公司向深圳证券交易所申请，公司股票于 2019 年 2 月 18 日起被实行“其 他风险警示”处理，股票简称由“东方海洋”变更为“ST 东海洋”，公司股票代码 仍为 002086，股票交易日涨跌幅限制为 5%。 || 交易所股票上市规则》（2018 年 11 月修订）第 13.2.1 条第（一）款的相关规定， 公司股票交易将于 2020 年 6 月 30 日停牌一天，自 2020 年 7 月 1 日复牌后被实 施“退市风险警示”特别处理。 || （2018 年 11 月修订）第 13.3.1 条第(二)款的规定，公司股票需被实施“其他风险警示”。 本次叠加其他风险警示后，公司股票简称仍为“*ST 东洋”，公司股票代码仍为 || 则暂停上市的情形，根据《深圳证券交易所股票上市规则》（2020 年修订）和 过渡期安排的相关规定，公司股票将于 2021 年 4 月 30 日开市起被叠加实施“其 他风险警示（ST）”，本次被叠加实施其他风险警示后，公司股票简称仍为“*ST || 过渡期安排的相关规定，公司股票将于 2021 年 4 月 30 日开市起被叠加实施“其 他风险警示（ST）”，本次被叠加实施其他风险警示后，公司股票简称仍为“*ST 东洋”，证券代码不变，仍为 002086，公司股票交易的日涨跌幅限制为 5%。 || 3、股票代码仍为“002086”； 4、被叠加实施其他风险警示的起始日：2021 年 4 月 30 日； 5、股票停复牌起始日：不停牌； || 4、被叠加实施其他风险警示的起始日：2021 年 4 月 30 日； 5、股票停复牌起始日：不停牌； 6、被叠加实施其他风险警示后公司股票日涨跌幅限制仍为 5%。 || 6、被叠加实施其他风险警示后公司股票日涨跌幅限制仍为 5%。 二、叠加实施其它风险警示的原因 和信会计师事务所（特殊普通合伙）对公司 2020 年财务报告进行审计后， 对 || 根据《深圳证券交易所股票上市规则》（2020 年修订）和过渡期安排的相 关规定，公司股票交易将被叠加实施“其他风险警示（ST）”。 || 券交易所股票上市规则》（2018 年 11 月修订））暂停上市的情形，按照过渡期 安排，符合申请撤销公司股票交易退市风险警示的条件，公司后续将视情况向交 易所提出申请。,待人工判定实际生效日及风险状态是否连续
002086,深圳证券交易所,东方海洋,9900001344,1212003897,关于撤销公司股票交易退市风险实行其他风险警示暨停牌的的公告,*ST东洋,2021-12-23,https://static.cninfo.com.cn/finalpage/2021-12-24/1212003897.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,"证券代码：002086 证券简称：*ST 东洋 公告编号：2021-092 || 4、公司股票交易自 2021 年 12 月 27 日开市起撤销退市风险警示。 || （三）股票代码仍为“002086” （四）撤销退市风险警示并继续实施其他风险警示的起始日：2021 年 12 月 27 日。 || 的相关规定，公司股票交易于 2020 年 7 月 1 日起被实施“退市风险警 || 三、公司申请撤销股票交易退市风险警示的情况 （一）2020 年度经审计的主要财务数据 || （1）经核查，公司不存在《深圳证券交易所股票上市规则》（2020 年修订） 14.3.1 条规定的应对公司股票交易实施退市风险警示的情形，具体如下： ①最近一个会计年度经审计的净利润为负值且营业收入低于 1 亿元，或追溯 || 公司情况：公司于 2021 年 11 月 30 日收到中国证券监督管理委员会（以下 简称“中国证监会”）山东监管局下发的《行政处罚及市场禁入事先告知书》 （【2021】13 号）（以下简称《事先告知书》），中国证监会认为公司未能未 || （2）经核查，公司不存在《深圳证券交易所股票上市规则》（2020 年修订） 14.4.1 条规定的应对公司股票交易实施退市风险警示的情形。 2、是否触及《深圳证券交易所股票上市规则》（2018 年修订）暂停上市情 || 综上所述，公司不存在《深圳证券交易所股票上市规则》（2020 年修订） 实施退市风险警示的情形，但触及《股票上市规则（2018 年 11 月修订）》暂停 上市标准，根据过渡期安排之规定“未触及新规退市风险警示情形但触及《股票 || 上市标准，根据过渡期安排之规定“未触及新规退市风险警示情形但触及《股票 上市规则（2018 年 11 月修订）》暂停上市标准的对其股票实施其他风险警示， 并在 2021 年年报披露后按照新规执行，未触及新规其他风险警示情形的，撤销 || 上市规则（2018 年 11 月修订）》暂停上市标准的对其股票实施其他风险警示， 并在 2021 年年报披露后按照新规执行，未触及新规其他风险警示情形的，撤销 其他风险警示”，因此公司符合撤销退市风险警示的标准。但因公司存在主要银 || 并在 2021 年年报披露后按照新规执行，未触及新规其他风险警示情形的，撤销 其他风险警示”，因此公司符合撤销退市风险警示的标准。但因公司存在主要银 行账户被冻结、违规对外担保、控股股东违规占用上市公司资金、最近三个会计 || 施其他风险警示。公司于 2021 年 12 月 23 日召开了第七届董事会第六次临时会 议，审议通过了《关于申请撤销公司股票交易退市风险警示的议案》，并向深圳 证券交易所提交了撤销对股票交易实施退市风险警示的申请。 || 四、公司申请撤销股票交易退市的风险警示的批准情况 公司关于撤销对股票交易退市风险警示的申请已获得深圳证券交易所审核 同意,公司股票交易自 2021 年 12 月 24 日开市起停牌一天,自 2021 年 12 月 27 日 || 上市规则（2018 年 11 月修订）》暂停上市标准，根据过度期安排的相关规定， 公司股票交易仍需被实施其他风险警示。 公司指定信息披露媒体为《中国证券报》《上海证券报》《证券时报》《证",待人工判定实际生效日及风险状态是否连续
002086,深圳证券交易所,东方海洋,9900001344,1213266526,关于公司股票被叠加实施其他风险警示的公告,ST东洋,2022-04-29,https://static.cninfo.com.cn/finalpage/2022-04-30/1213266526.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,"证券代码：002086 证券简称：ST 东洋 公告编号：2022-054 || 1、山东东方海洋科技股份有限公司(以下简称“公司”)股票因存在被控股股 东山东东方海洋集团有限公司（以下简称“控股股东”）非经营性占用资金的情 形，根据《深圳证券交易所股票上市规则》（2018 年 11 月修订）第 13.3.1 条规 || （2018 年 11 月修订）第 13.3.1 条第(二)款的规定，公司股票交易于 2020 年 7 月 1 日起被叠加实施“其他风险警示”。 3、因公司 2018 年、2019 年及 2020 年实现的归属于母公司股东的净利润 || 的情形，根据《深圳证券交易所股票上市规则》（2020 年修订）和过渡期安排 的相关规定，公司股票于 2021 年 4 月 30 日开市起被叠加实施“其他风险警示 （ST）”。经审计，公司 2021 年扣除非经常性损益之后的净利润为-822,384,305.50 || 圳证券交易所股票上市规则》（2022 年修订）第 9.8.1 条的相关规定，公司股票 交易需要被叠加实施“其他风险警示”。本次叠加其他风险警示后，公司股票 简称仍为“ST 东洋”，公司股票代码仍为 002086，公司股票交易日涨跌幅限制 || 3、股票代码仍为“002086”； 4、被叠加实施其他风险警示的起始日：2022 年 5 月 5 日； 5、股票停复牌起始日：不停牌； || 4、被叠加实施其他风险警示的起始日：2022 年 5 月 5 日； 5、股票停复牌起始日：不停牌； 6、被叠加实施其他风险警示后公司股票日涨跌幅限制仍为 5%。 || 二、叠加实施其它风险警示的原因 和信会计师事务所（特殊普通合伙）对公司 2021 年内部控制出具了否定意",待人工判定实际生效日及风险状态是否连续
002086,深圳证券交易所,东方海洋,9900001344,1216705765,关于公司股票被实施退市风险警示暨临时停牌的公告,ST东洋,2023-04-28,https://static.cninfo.com.cn/finalpage/2023-04-29/1216705765.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002086 证券简称：ST 东洋 公告编号：2023-051 || 牌； 2、公司股票自 2023 年 5 月 5 日起被实施“退市风险警示”，股票简称由“ST 东洋”变更为“*ST 东洋”； || 山东东方海洋科技股份有限公司（以下简称“公司”）因：1、2022 年度经审 计的期末净资产为负值。2、2022 年度的财务会计报告被出具无法表示意见的审 || 计报告。根据《深圳证券交易所股票上市规则》 （以下简称“《股票上市规则》”） 的相关规定，公司股票自 2023 年 5 月 5 日开市起被实施退市风险警示，现将有 || （以下简称“《股票上市规则》”） 的相关规定，公司股票自 2023 年 5 月 5 日开市起被实施退市风险警示，现将有 关事项公告如下： || （三）股票代码：仍为“002086”； （四）实施退市风险警示的起始日：2023 年 5 月 5 日； 二、实施退市风险警示的主要原因 || （四）实施退市风险警示的起始日：2023 年 5 月 5 日； 二、实施退市风险警示的主要原因 1、公司因 2022 年度经审计的期末净资产为负值，触及《股票上市规则》 || 第 9.3.1 条第（二）款规定的情形，公司股票交易将于 2023 年 5 月 4 日停 牌一天，自 2023 年 5 月 5 日复牌后，深圳证券交易所将对公司股票交易实 || 触及《股票上市规则》第 9.3.1 条第（三）款规定的情形，公司股票交易将 于 2023 年 5 月 4 日停牌一天，自 2023 年 5 月 5 日复牌后，深圳证券交易所 将对公司股票交易实施“退市风险警示”处理。 || 于 2023 年 5 月 4 日停牌一天，自 2023 年 5 月 5 日复牌后，深圳证券交易所 将对公司股票交易实施“退市风险警示”处理。 三、实施其他风险警示的主要原因 || 将对公司股票交易实施“退市风险警示”处理。 三、实施其他风险警示的主要原因 1、公司 2022 年需被继续实施其他风险警示的情形： || 三、实施其他风险警示的主要原因 1、公司 2022 年需被继续实施其他风险警示的情形： 1） 公司因新增被控股股东山东东方海洋集团有限公司非经营性占用资 || 据《股票上市规则（2022 年修订）》第 9.8.1 条的相关规定，公司股票交易 将继续被叠加实施“其他风险警示”。 2）公司 2020 年、2021 年及 2022 年连续三年扣除非经常性损益之后的 || 性，根据《股票上市规则（2022 年修订）》第 9.8.1 条的相关规定，公司股 票交易将继续被叠加实施“其他风险警示”。 3）和信会计师事务所（特殊普通合伙）对公司 2022 年内部控制出具了 || 据《股票上市规则（2022 年修订）》第 9.8.1 条的相关规定，公司股票交易 将被叠加实施“其他风险警示”。 2、公司前期被实施其他风险警示的情形： || 将被叠加实施“其他风险警示”。 2、公司前期被实施其他风险警示的情形： 公司因主要银行账号被冻结，根据《股票上市规则（2018 年 11 月修订）》 || 公司因主要银行账号被冻结，根据《股票上市规则（2018 年 11 月修订）》 第 13.3.1 条的规定，公司股票交易于 2020 年 7 月 1 日起被叠加实施“其他风 险警示”。,待人工判定实际生效日及风险状态是否连续
002086,深圳证券交易所,东方海洋,9900001344,1218434555,关于公司股票被叠加实施退市风险警示的公告,*ST东洋,2023-11-24,https://static.cninfo.com.cn/finalpage/2023-11-25/1218434555.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002086 证券简称：*ST 东洋 公告编号：2023-135 || 特别提示： 山东东方海洋科技股份有限公司（以下简称“公司”或“本公司”）于 2023 年 11 月 24 日收到山东省烟台市中级人民法院（以下简称“烟台中院”）送达的 || 山东东方海洋科技股份有限公司（以下简称“公司”或“本公司”）于 2023 年 11 月 24 日收到山东省烟台市中级人民法院（以下简称“烟台中院”）送达的 《民事裁定书》【（2023）鲁 06 破申 6 号】，烟台中院受理北京汉业科技有限 || 于法院裁定受理公司重整并指定管理人的公告》（公告编号：2023-134）。根 据《深圳证券交易所股票上市规则》（以下简称“《股票上市规则》”）第 9.4.1 条第（七）项的相关规定，公司股票将被叠加实施退市风险警示，股票简称仍 || 据《深圳证券交易所股票上市规则》（以下简称“《股票上市规则》”）第 9.4.1 条第（七）项的相关规定，公司股票将被叠加实施退市风险警示，股票简称仍 为“*ST 东洋”。公司股票自 2023 年 11 月 27 日（星期一）起叠加实施退市风险 || 条第（七）项的相关规定，公司股票将被叠加实施退市风险警示，股票简称仍 为“*ST 东洋”。公司股票自 2023 年 11 月 27 日（星期一）起叠加实施退市风险 警示。 || （三）股票代码：002086； （四）实施退市风险警示的起始日：2023 年 11 月 27 日，本次被叠加实施 退市风险警示无需停牌； || （五）日涨跌幅限制：股票交易的日涨跌幅限制仍为 5%。 二、叠加实施退市风险警示的主要原因 1．公司因 2022 年度经审计的期末净资产为负值，触及《股票上市规则》第 || 见的审计报告，触及《股票上市规则》第 9.3.1 条第（三）项规定的情形，公司 股票自 2023 年 5 月 5 日开市起被实施退市风险警示。具体内容详见公司于 2023 年 4 月 29 日披露的《关于公司股票被实施退市风险警示暨临时停牌的公告》 || 股票自 2023 年 5 月 5 日开市起被实施退市风险警示。具体内容详见公司于 2023 年 4 月 29 日披露的《关于公司股票被实施退市风险警示暨临时停牌的公告》 （公 || 受理公司重整并指定管理人的公告》（公告编号：2023-134）。根据《股票上市 规则》第 9.4.1 条第（七）项的相关规定，公司股票将被叠加实施退市风险警示， 股票简称仍为“*ST 东洋”。公司股票自 2023 年 11 月 27 日（星期一）起叠加实 || 规则》第 9.4.1 条第（七）项的相关规定，公司股票将被叠加实施退市风险警示， 股票简称仍为“*ST 东洋”。公司股票自 2023 年 11 月 27 日（星期一）起叠加实 施退市风险警示，本次被叠加实施退市风险警示无需停牌。 || 股票简称仍为“*ST 东洋”。公司股票自 2023 年 11 月 27 日（星期一）起叠加实 施退市风险警示，本次被叠加实施退市风险警示无需停牌。 三、实施其他风险警示的主要原因 || 计报告被出具无法表示意见的审计报告，公司股票已自 2023 年 5 月 5 日开市起 被实施退市风险警示。根据《股票上市规则》的有关规定，若公司出现《股票上 市规则》第 9.3.11 条规定的任一情形，公司股票将被终止上市。,待人工判定实际生效日及风险状态是否连续
002157,深圳证券交易所,正邦科技,9900003434,1216705288,关于公司股票交易被实行退市风险警示暨停牌的公告,正邦科技,2023-04-28,https://static.cninfo.com.cn/finalpage/2023-04-29/1216705288.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,特别提示： 1、江西正邦科技股份有限公司（以下简称“公司”）股票及其衍生品种（正 邦转债）于 2023 年 5 月 4 日停牌一天，并于 2023 年 5 月 5 日开市起复牌； || 1、江西正邦科技股份有限公司（以下简称“公司”）股票及其衍生品种（正 邦转债）于 2023 年 5 月 4 日停牌一天，并于 2023 年 5 月 5 日开市起复牌； 2、公司股票自 2023 年 5 月 5 日起被实行“退市风险警示”处理，股票简称 || 邦转债）于 2023 年 5 月 4 日停牌一天，并于 2023 年 5 月 5 日开市起复牌； 2、公司股票自 2023 年 5 月 5 日起被实行“退市风险警示”处理，股票简称 由“正邦科技”变更为“*ST 正邦”，证券代码仍为“002157”； || 4、实行退市风险警示起始日：2023 年 5 月 5 日。公司股票及其衍生品种于 年度报告披露第一个交易日（2023 年 5 月 4 日）停牌一天，自 2023 年 5 月 5 || 年度报告披露第一个交易日（2023 年 5 月 4 日）停牌一天，自 2023 年 5 月 5 日复牌之日起，深圳证券交易所对公司股票交易实行退市风险警示。 5、实行风险警示后公司股票价格的日涨跌幅限制为 5%。 || 二、实施风险警示的主要原因 根据公司《2022 年年度报告》，公司 2022 年度经审计期末净资产为负值。 || 市公司出现“最近一个会计年度经审计的期末净资产为负值，或者追溯重述后最 近一个会计年度期末净资产为负值”的情形，其股票交易将被实施退市风险警示。 公司股票交易将于 2023 年 5 月 4 日停牌一天，自 2023 年 5 月 5 日复牌后被深圳 || 近一个会计年度期末净资产为负值”的情形，其股票交易将被实施退市风险警示。 公司股票交易将于 2023 年 5 月 4 日停牌一天，自 2023 年 5 月 5 日复牌后被深圳 证券交易所实行“退市风险警示”处理。 || 公司股票交易将于 2023 年 5 月 4 日停牌一天，自 2023 年 5 月 5 日复牌后被深圳 证券交易所实行“退市风险警示”处理。,待人工判定实际生效日及风险状态是否连续
002157,深圳证券交易所,正邦科技,9900003434,1217348496,关于法院裁定受理公司重整及指定管理人暨公司股票交易将被叠加实施退市风险警示的公告,*ST 正邦,2023-07-20,https://static.cninfo.com.cn/finalpage/2023-07-21/1217348496.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,特别提示： 1、2023 年 7 月 20 日，江西正邦科技股份有限公司（以下简称“公司”或 “正邦科技”）收到江西省南昌市中级人民法院（以下简称“南昌中院”）送 || 1、2023 年 7 月 20 日，江西正邦科技股份有限公司（以下简称“公司”或 “正邦科技”）收到江西省南昌市中级人民法院（以下简称“南昌中院”）送 达的《民事裁定书》【（2022）赣 01 破申 49 号】，南昌中院裁定受理锦州天 || 锦天城（南昌）律师事务所联合担任公司管理人。 2、公司股票交易已被实施退市风险警示处理，具体内容详见公司于 2023 年 4 月 29 日在指定信息披露媒体上发布的《关于公司股票交易被实行退市风险 || 2、公司股票交易已被实施退市风险警示处理，具体内容详见公司于 2023 年 4 月 29 日在指定信息披露媒体上发布的《关于公司股票交易被实行退市风险 警示暨停牌的公告》（公告编号：2023-055）。如公司 2023 年度出现《深圳证 || 警示暨停牌的公告》（公告编号：2023-055）。如公司 2023 年度出现《深圳证 券交易所股票上市规则》（以下简称“《上市规则》”）第 9.3.11 条规定的相 关情形，公司股票将面临被终止上市的风险。 || 3、因南昌中院依法裁定受理公司重整，根据《上市规则》第 9.4.1 条第 （七）项的规定，公司股票交易将于 2023 年 7 月 21 日被叠加实施退市风险警 示，本次被叠加实施退市风险警示无需停牌。公司股票简称仍为“*ST 正邦”， || （七）项的规定，公司股票交易将于 2023 年 7 月 21 日被叠加实施退市风险警 示，本次被叠加实施退市风险警示无需停牌。公司股票简称仍为“*ST 正邦”， 证券代码仍为 002157，公司股票交易的日涨跌幅限制仍为 5%。 || 2022 年 10 月 22 日，公司收到南昌中院送达的公司债权人锦州天利粮贸有 限公司（以下简称“锦州天利”“天利公司”）出具的《破产重整及预重整申请 书》，锦州天利以公司不能清偿到期债务且明显缺乏清偿能力，但具有重整价值 || 1、股票交易 公司股票交易已被实施退市风险警示处理，具体内容详见公司于 2023 年 4 月 29 日在指定信息披露媒体上发布的《关于公司股票交易被实施退市风险警示 || 公司股票交易已被实施退市风险警示处理，具体内容详见公司于 2023 年 4 月 29 日在指定信息披露媒体上发布的《关于公司股票交易被实施退市风险警示 暨停牌的公告》（公告编号：2023-055）。 || 根据《上市规则》第 9.4.1 条第（七）项的规定，在南昌中院裁定受理公司 重整后，公司股票交易将于 2023 年 7 月 21 日起被叠加实施退市风险警示，股票 简称仍为“*ST 正邦”，证券代码仍为“002157”，股票交易的日涨跌幅限制仍 || 重整后，公司股票交易将于 2023 年 7 月 21 日起被叠加实施退市风险警示，股票 简称仍为“*ST 正邦”，证券代码仍为“002157”，股票交易的日涨跌幅限制仍 为 5%。 || 2、公司因2022年度经审计的期末净资产为负值，触及《上市规则》第9.3.1 条第一款第（二）项的规定，公司股票交易已于2023年5月5日被实施退市风险警 示，详见公司于2023年4月29日在《证券时报》《证券日报》《上海证券报》和 || 示，详见公司于2023年4月29日在《证券时报》《证券日报》《上海证券报》和 巨潮资讯网（www.cninfo.com.cn）披露的《关于公司股票交易被实行退市风险 警示暨停牌的公告》（公告编号：2023-055）。,待人工判定实际生效日及风险状态是否连续
