stock_code,year,current_legal_full_name,current_short_name,exchange_final,list_date_final,legal_name_review_status,entry_basis,name_source_url,name_effective_basis,delisting_date,delisting_source_url,industry_entry_candidate,industry_period_short_name,industry_source_period,industry_code,industry_name,industry_period_st_flag,industry_source_agency,industry_classification_standard,industry_local_source_file,industry_sample_status,leading_identity_verified_candidate,official_name_evidence,evidence_event_year,evidence_event_type,moa_source_url,identity_source_url,identity_basis,leading_candidate_status,st_review_status,entry_pool_status,st_any_time_in_year_verified,st_at_year_end_verified,st_interval_source_url,st_interval_end_source_url,st_interval_status,st_audit_status,delisting_arrangement_in_year_verified,delisting_arrangement_source_url
002086,2017,山东东方海洋科技股份有限公司,东方海洋,深圳证券交易所,2006-11-28,交易所当前法人主表已覆盖,行业分类候选,,,,,1,东方海洋,2017Q4,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002200,2017,云南交投生态科技股份有限公司,交投生态,深圳证券交易所,2007-12-21,交易所当前法人主表已覆盖,行业分类候选,,,,,1,云投生态,2017Q4,02,林业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002234,2017,山东民和牧业股份有限公司,民和股份,深圳证券交易所,2008-05-16,交易所当前法人主表已覆盖,行业分类候选,,,,,1,民和股份,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002299,2017,福建圣农发展股份有限公司,圣农发展,深圳证券交易所,2009-10-21,交易所当前法人主表已覆盖,行业分类候选,,,,,1,圣农发展,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002321,2017,河南华英农业发展股份有限公司,华英农业,深圳证券交易所,2009-12-16,交易所当前法人主表已覆盖,行业分类候选,,,,,1,华英农业,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002458,2017,山东益生种畜禽股份有限公司,益生股份,深圳证券交易所,2010-08-10,交易所当前法人主表已覆盖,行业分类候选,,,,,1,益生股份,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002477,2017,雏鹰农牧集团股份有限公司,,,,当年法人全称已由历史法定披露核实,行业分类候选,https://static.cninfo.com.cn/finalpage/2018-04-27/1204806520.PDF,2017年度报告附注直接核实,2019-10-22,https://www.szse.cn/disclosure/notice/general/t20191028_571600.html,1,雏鹰农牧,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002505,2017,湖南大康国际农业食品股份有限公司,,,,当年法人全称已由历史法定披露核实,行业分类候选,https://static.cninfo.com.cn/finalpage/2018-04-27/1204807288.PDF,2017年度报告直接核实,2024-08-30,https://disc.static.szse.cn/disc/disk03/finalpage/2024-08-30/c983a041-2be4-48cc-aa93-a91db8411e06.PDF,1,大康农业,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002679,2017,福建金森林业股份有限公司,福建金森,深圳证券交易所,2012-06-05,交易所当前法人主表已覆盖,行业分类候选,,,,,1,福建金森,2017Q4,02,林业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002696,2017,百洋产业投资集团股份有限公司,百洋股份,深圳证券交易所,2012-09-05,交易所当前法人主表已覆盖,行业分类候选,,,,,1,百洋股份,2017Q4,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002714,2017,牧原食品集团股份有限公司,牧原股份,深圳证券交易所,2014-01-28,交易所当前法人主表已覆盖,行业分类候选,,,,,1,牧原股份,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002746,2017,山东仙坛集团股份有限公司,仙坛股份,深圳证券交易所,2015-02-16,交易所当前法人主表已覆盖,行业分类候选,,,,,1,仙坛股份,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002772,2017,天水众兴菌业科技股份有限公司,众兴菌业,深圳证券交易所,2015-06-26,交易所当前法人主表已覆盖,行业分类候选,,,,,1,众兴菌业,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
300087,2017,安徽荃银高科种业股份有限公司,ST荃银,深圳证券交易所,2010-05-26,交易所当前法人主表已覆盖,行业分类候选,,,,,1,荃银高科,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
300094,2017,湛江国联水产开发股份有限公司,国联水产,深圳证券交易所,2010-07-08,交易所当前法人主表已覆盖,行业分类候选,,,,,1,国联水产,2017Q4,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
300106,2017,新疆西部牧业股份有限公司,西部牧业,深圳证券交易所,2010-08-20,交易所当前法人主表已覆盖,行业分类候选,,,,,1,西部牧业,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
300189,2017,海南神农种业科技股份有限公司,神农种业,深圳证券交易所,2011-03-16,交易所当前法人主表已覆盖,行业分类候选,,,,,1,神农基因,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
300313,2017,新疆天山畜牧生物工程股份有限公司,天山生物,深圳证券交易所,2012-04-25,交易所当前法人主表已覆盖,行业分类候选,,,,,1,天山生物,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
300498,2017,温氏食品集团股份有限公司,温氏股份,深圳证券交易所,2015-11-02,交易所当前法人主表已覆盖,行业分类候选,,,,,1,温氏股份,2017Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
300511,2017,上海雪榕生物科技股份有限公司,雪榕生物,深圳证券交易所,2016-05-04,交易所当前法人主表已覆盖,行业分类候选,,,,,1,雪榕生物,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600097,2017,上海开创国际海洋资源股份有限公司,开创国际,上海证券交易所,19970619,交易所当前法人主表已覆盖,行业分类候选,,,,,1,开创国际,2017Q4,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600108,2017,甘肃亚盛实业(集团)股份有限公司,亚盛集团,上海证券交易所,19970818,交易所当前法人主表已覆盖,行业分类候选,,,,,1,亚盛集团,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600257,2017,大湖健康产业股份有限公司,大湖股份,上海证券交易所,20000612,交易所当前法人主表已覆盖,行业分类候选,,,,,1,大湖股份,2017Q4,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600265,2017,云南景谷林业股份有限公司,*ST景谷,上海证券交易所,20000825,交易所当前法人主表已覆盖,行业分类候选,,,,,1,ST景谷,2017Q4,02,林业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：是,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,是,是,https://static.cninfo.com.cn/finalpage/2013-05-02/62447733.PDF,,样本期左截断_终点待闭合,已由法定公告核实本年存在ST风险警示,,
600313,2017,中农发种业集团股份有限公司,农发种业,上海证券交易所,20010119,交易所当前法人主表已覆盖,行业分类候选,,,,,1,农发种业,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600354,2017,甘肃省敦煌种业集团股份有限公司,敦煌种业,上海证券交易所,20040115,交易所当前法人主表已覆盖,行业分类候选,,,,,1,敦煌种业,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600359,2017,新疆塔里木农业综合开发股份有限公司,新农开发,上海证券交易所,19990429,交易所当前法人主表已覆盖,行业分类候选,,,,,1,新农开发,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600371,2017,万向德农股份有限公司,万向德农,上海证券交易所,20020916,交易所当前法人主表已覆盖,行业分类候选,,,,,1,万向德农,2017Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
600467,2017,山东好当家海洋发展股份有限公司,好当家,上海证券交易所,20040405,交易所当前法人主表已覆盖,行业分类候选,,,,,1,好当家,2017Q4,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2017Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
